r	z	sc	eng	energy_estimate
10.130000	0.020000	-0.100000	3800.000000	0.807767
2.000000	0.040000	-0.100000	3800.000000	0.966899
3.000000	0.040000	-0.100000	3800.000000	0.955556
4.500000	0.040000	-0.100000	3800.000000	0.924430
6.750000	0.040000	-0.100000	3800.000000	0.965207
10.130000	0.040000	-0.100000	3800.000000	0.815638
2.000000	0.080000	-0.100000	3800.000000	0.960231
3.000000	0.080000	-0.100000	3800.000000	0.946471
4.500000	0.080000	-0.100000	3800.000000	0.920996
6.750000	0.080000	-0.100000	3800.000000	0.970661
10.130000	0.080000	-0.100000	3800.000000	0.843836
2.000000	0.160000	-0.100000	3800.000000	0.951159
3.000000	0.160000	-0.100000	3800.000000	0.933779
4.500000	0.160000	-0.100000	3800.000000	0.917555
6.750000	0.160000	-0.100000	3800.000000	0.975798
10.130000	0.160000	-0.100000	3800.000000	0.880660
2.000000	0.320000	-0.100000	3800.000000	0.949439
3.000000	0.320000	-0.100000	3800.000000	0.930374
4.500000	0.320000	-0.100000	3800.000000	0.916228
6.750000	0.320000	-0.100000	3800.000000	0.979355
10.130000	0.320000	-0.100000	3800.000000	0.919284
2.000000	0.640000	-0.100000	3800.000000	0.949772
3.000000	0.640000	-0.100000	3800.000000	0.931518
4.500000	0.640000	-0.100000	3800.000000	0.925331
6.750000	0.640000	-0.100000	3800.000000	0.981365
10.130000	0.640000	-0.100000	3800.000000	0.954330
2.000000	1.280000	-0.100000	3800.000000	0.953622
3.000000	1.280000	-0.100000	3800.000000	0.942805
4.500000	1.280000	-0.100000	3800.000000	0.946421
6.750000	1.280000	-0.100000	3800.000000	0.982305
10.130000	1.280000	-0.100000	3800.000000	0.979866
15.190000	1.280000	-0.100000	3800.000000	0.992776
2.000000	2.560000	-0.100000	3800.000000	0.966755
3.000000	2.560000	-0.100000	3800.000000	0.964774
4.500000	2.560000	-0.100000	3800.000000	0.969481
6.750000	2.560000	-0.100000	3800.000000	0.984778
10.130000	2.560000	-0.100000	3800.000000	0.991117
15.190000	2.560000	-0.100000	3800.000000	0.991804
4.500000	0.020000	-0.100000	3500.000000	0.926830
6.750000	0.020000	-0.100000	3500.000000	0.962406
10.130000	0.020000	-0.100000	3500.000000	0.799825
2.000000	0.040000	-0.100000	3500.000000	0.966895
3.000000	0.040000	-0.100000	3500.000000	0.955551
4.500000	0.040000	-0.100000	3500.000000	0.924457
6.750000	0.040000	-0.100000	3500.000000	0.964670
10.130000	0.040000	-0.100000	3500.000000	0.809767
2.000000	0.080000	-0.100000	3500.000000	0.960224
3.000000	0.080000	-0.100000	3500.000000	0.946465
4.500000	0.080000	-0.100000	3500.000000	0.920984
6.750000	0.080000	-0.100000	3500.000000	0.970400
10.130000	0.080000	-0.100000	3500.000000	0.838354
2.000000	0.160000	-0.100000	3500.000000	0.951149
3.000000	0.160000	-0.100000	3500.000000	0.933771
4.500000	0.160000	-0.100000	3500.000000	0.917547
6.750000	0.160000	-0.100000	3500.000000	0.975652
10.130000	0.160000	-0.100000	3500.000000	0.876599
2.000000	0.320000	-0.100000	3500.000000	0.949428
3.000000	0.320000	-0.100000	3500.000000	0.930364
4.500000	0.320000	-0.100000	3500.000000	0.916220
6.750000	0.320000	-0.100000	3500.000000	0.979274
10.130000	0.320000	-0.100000	3500.000000	0.916793
2.000000	0.640000	-0.100000	3500.000000	0.949760
3.000000	0.640000	-0.100000	3500.000000	0.931509
4.500000	0.640000	-0.100000	3500.000000	0.925325
6.750000	0.640000	-0.100000	3500.000000	0.981335
10.130000	0.640000	-0.100000	3500.000000	0.953096
2.000000	1.280000	-0.100000	3500.000000	0.953608
3.000000	1.280000	-0.100000	3500.000000	0.942794
4.500000	1.280000	-0.100000	3500.000000	0.946412
6.750000	1.280000	-0.100000	3500.000000	0.982291
10.130000	1.280000	-0.100000	3500.000000	0.979457
15.190000	1.280000	-0.100000	3500.000000	0.992777
2.000000	2.560000	-0.100000	3500.000000	0.966740
3.000000	2.560000	-0.100000	3500.000000	0.964760
4.500000	2.560000	-0.100000	3500.000000	0.969467
6.750000	2.560000	-0.100000	3500.000000	0.984763
10.130000	2.560000	-0.100000	3500.000000	0.991067
15.190000	2.560000	-0.100000	3500.000000	0.991803
4.500000	0.020000	-0.100000	3200.000000	0.926943
6.750000	0.020000	-0.100000	3200.000000	0.961721
10.130000	0.020000	-0.100000	3200.000000	0.790335
2.000000	0.040000	-0.100000	3200.000000	0.966891
3.000000	0.040000	-0.100000	3200.000000	0.955546
4.500000	0.040000	-0.100000	3200.000000	0.924487
6.750000	0.040000	-0.100000	3200.000000	0.964137
10.130000	0.040000	-0.100000	3200.000000	0.802454
2.000000	0.080000	-0.100000	3200.000000	0.960218
3.000000	0.080000	-0.100000	3200.000000	0.946459
4.500000	0.080000	-0.100000	3200.000000	0.920973
6.750000	0.080000	-0.100000	3200.000000	0.970100
10.130000	0.080000	-0.100000	3200.000000	0.832187
2.000000	0.160000	-0.100000	3200.000000	0.951141
3.000000	0.160000	-0.100000	3200.000000	0.933763
4.500000	0.160000	-0.100000	3200.000000	0.917539
6.750000	0.160000	-0.100000	3200.000000	0.975482
10.130000	0.160000	-0.100000	3200.000000	0.872048
2.000000	0.320000	-0.100000	3200.000000	0.949417
3.000000	0.320000	-0.100000	3200.000000	0.930355
4.500000	0.320000	-0.100000	3200.000000	0.916212
6.750000	0.320000	-0.100000	3200.000000	0.979186
10.130000	0.320000	-0.100000	3200.000000	0.913994
2.000000	0.640000	-0.100000	3200.000000	0.949748
3.000000	0.640000	-0.100000	3200.000000	0.931500
4.500000	0.640000	-0.100000	3200.000000	0.925319
6.750000	0.640000	-0.100000	3200.000000	0.981304
10.130000	0.640000	-0.100000	3200.000000	0.951727
2.000000	1.280000	-0.100000	3200.000000	0.953595
3.000000	1.280000	-0.100000	3200.000000	0.942784
4.500000	1.280000	-0.100000	3200.000000	0.946403
6.750000	1.280000	-0.100000	3200.000000	0.982277
10.130000	1.280000	-0.100000	3200.000000	0.978994
15.190000	1.280000	-0.100000	3200.000000	0.992777
2.000000	2.560000	-0.100000	3200.000000	0.966725
3.000000	2.560000	-0.100000	3200.000000	0.964746
4.500000	2.560000	-0.100000	3200.000000	0.969453
6.750000	2.560000	-0.100000	3200.000000	0.984748
10.130000	2.560000	-0.100000	3200.000000	0.991013
15.190000	2.560000	-0.100000	3200.000000	0.991802
4.500000	0.020000	-0.100000	2900.000000	0.927069
6.750000	0.020000	-0.100000	2900.000000	0.961102
10.130000	0.020000	-0.100000	2900.000000	0.780155
2.000000	0.040000	-0.100000	2900.000000	0.966887
3.000000	0.040000	-0.100000	2900.000000	0.955541
4.500000	0.040000	-0.100000	2900.000000	0.924519
6.750000	0.040000	-0.100000	2900.000000	0.963527
10.130000	0.040000	-0.100000	2900.000000	0.790161
2.000000	0.080000	-0.100000	2900.000000	0.960213
3.000000	0.080000	-0.100000	2900.000000	0.946452
4.500000	0.080000	-0.100000	2900.000000	0.920961
6.750000	0.080000	-0.100000	2900.000000	0.969751
10.130000	0.080000	-0.100000	2900.000000	0.825122
2.000000	0.160000	-0.100000	2900.000000	0.951132
3.000000	0.160000	-0.100000	2900.000000	0.933756
4.500000	0.160000	-0.100000	2900.000000	0.917531
6.750000	0.160000	-0.100000	2900.000000	0.975285
10.130000	0.160000	-0.100000	2900.000000	0.866818
2.000000	0.320000	-0.100000	2900.000000	0.949407
3.000000	0.320000	-0.100000	2900.000000	0.930345
4.500000	0.320000	-0.100000	2900.000000	0.916205
6.750000	0.320000	-0.100000	2900.000000	0.979085
10.130000	0.320000	-0.100000	2900.000000	0.910789
2.000000	0.640000	-0.100000	2900.000000	0.949736
3.000000	0.640000	-0.100000	2900.000000	0.931491
4.500000	0.640000	-0.100000	2900.000000	0.925313
6.750000	0.640000	-0.100000	2900.000000	0.981271
10.130000	0.640000	-0.100000	2900.000000	0.950153
2.000000	1.280000	-0.100000	2900.000000	0.953582
3.000000	1.280000	-0.100000	2900.000000	0.942773
4.500000	1.280000	-0.100000	2900.000000	0.946394
6.750000	1.280000	-0.100000	2900.000000	0.982263
10.130000	1.280000	-0.100000	2900.000000	0.978467
15.190000	1.280000	-0.100000	2900.000000	0.992778
2.000000	2.560000	-0.100000	2900.000000	0.966710
3.000000	2.560000	-0.100000	2900.000000	0.964732
4.500000	2.560000	-0.100000	2900.000000	0.969440
6.750000	2.560000	-0.100000	2900.000000	0.984732
10.130000	2.560000	-0.100000	2900.000000	0.990955
15.190000	2.560000	-0.100000	2900.000000	0.991802
4.500000	0.020000	-0.100000	2600.000000	0.927212
6.750000	0.020000	-0.100000	2600.000000	0.960314
10.130000	0.020000	-0.100000	2600.000000	0.769284
2.000000	0.040000	-0.100000	2600.000000	0.966884
3.000000	0.040000	-0.100000	2600.000000	0.955536
4.500000	0.040000	-0.100000	2600.000000	0.924553
6.750000	0.040000	-0.100000	2600.000000	0.962817
10.130000	0.040000	-0.100000	2600.000000	0.778272
2.000000	0.080000	-0.100000	2600.000000	0.960208
3.000000	0.080000	-0.100000	2600.000000	0.946446
4.500000	0.080000	-0.100000	2600.000000	0.920950
6.750000	0.080000	-0.100000	2600.000000	0.969346
10.130000	0.080000	-0.100000	2600.000000	0.817039
2.000000	0.160000	-0.100000	2600.000000	0.951125
3.000000	0.160000	-0.100000	2600.000000	0.933748
4.500000	0.160000	-0.100000	2600.000000	0.917523
6.750000	0.160000	-0.100000	2600.000000	0.975056
10.130000	0.160000	-0.100000	2600.000000	0.860848
2.000000	0.320000	-0.100000	2600.000000	0.949397
3.000000	0.320000	-0.100000	2600.000000	0.930336
4.500000	0.320000	-0.100000	2600.000000	0.916197
6.750000	0.320000	-0.100000	2600.000000	0.978970
10.130000	0.320000	-0.100000	2600.000000	0.907069
2.000000	0.640000	-0.100000	2600.000000	0.949724
3.000000	0.640000	-0.100000	2600.000000	0.931482
4.500000	0.640000	-0.100000	2600.000000	0.925307
6.750000	0.640000	-0.100000	2600.000000	0.981235
10.130000	0.640000	-0.100000	2600.000000	0.948343
2.000000	1.280000	-0.100000	2600.000000	0.953569
3.000000	1.280000	-0.100000	2600.000000	0.942763
4.500000	1.280000	-0.100000	2600.000000	0.946386
6.750000	1.280000	-0.100000	2600.000000	0.982250
10.130000	1.280000	-0.100000	2600.000000	0.977859
15.190000	1.280000	-0.100000	2600.000000	0.992778
2.000000	2.560000	-0.100000	2600.000000	0.966695
3.000000	2.560000	-0.100000	2600.000000	0.964718
4.500000	2.560000	-0.100000	2600.000000	0.969426
6.750000	2.560000	-0.100000	2600.000000	0.984717
10.130000	2.560000	-0.100000	2600.000000	0.990892
15.190000	2.560000	-0.100000	2600.000000	0.991801
4.500000	0.020000	-0.100000	2300.000000	0.927368
6.750000	0.020000	-0.100000	2300.000000	0.959235
10.130000	0.020000	-0.100000	2300.000000	0.756051
2.000000	0.040000	-0.100000	2300.000000	0.966881
3.000000	0.040000	-0.100000	2300.000000	0.955531
4.500000	0.040000	-0.100000	2300.000000	0.924589
6.750000	0.040000	-0.100000	2300.000000	0.961981
10.130000	0.040000	-0.100000	2300.000000	0.766688
2.000000	0.080000	-0.100000	2300.000000	0.960203
3.000000	0.080000	-0.100000	2300.000000	0.946440
4.500000	0.080000	-0.100000	2300.000000	0.920939
6.750000	0.080000	-0.100000	2300.000000	0.968858
10.130000	0.080000	-0.100000	2300.000000	0.807666
2.000000	0.160000	-0.100000	2300.000000	0.951117
3.000000	0.160000	-0.100000	2300.000000	0.933740
4.500000	0.160000	-0.100000	2300.000000	0.917515
6.750000	0.160000	-0.100000	2300.000000	0.974789
10.130000	0.160000	-0.100000	2300.000000	0.853886
2.000000	0.320000	-0.100000	2300.000000	0.949388
3.000000	0.320000	-0.100000	2300.000000	0.930327
4.500000	0.320000	-0.100000	2300.000000	0.916189
6.750000	0.320000	-0.100000	2300.000000	0.978843
10.130000	0.320000	-0.100000	2300.000000	0.902839
2.000000	0.640000	-0.100000	2300.000000	0.949712
3.000000	0.640000	-0.100000	2300.000000	0.931473
4.500000	0.640000	-0.100000	2300.000000	0.925301
6.750000	0.640000	-0.100000	2300.000000	0.981196
10.130000	0.640000	-0.100000	2300.000000	0.946253
2.000000	1.280000	-0.100000	2300.000000	0.953557
3.000000	1.280000	-0.100000	2300.000000	0.942752
4.500000	1.280000	-0.100000	2300.000000	0.946377
6.750000	1.280000	-0.100000	2300.000000	0.982238
10.130000	1.280000	-0.100000	2300.000000	0.977158
15.190000	1.280000	-0.100000	2300.000000	0.992779
2.000000	2.560000	-0.100000	2300.000000	0.966681
3.000000	2.560000	-0.100000	2300.000000	0.964704
4.500000	2.560000	-0.100000	2300.000000	0.969412
6.750000	2.560000	-0.100000	2300.000000	0.984702
10.130000	2.560000	-0.100000	2300.000000	0.990821
15.190000	2.560000	-0.100000	2300.000000	0.991800
4.500000	0.020000	-0.100000	2000.000000	0.927538
6.750000	0.020000	-0.100000	2000.000000	0.957246
10.130000	0.020000	-0.100000	2000.000000	0.740857
2.000000	0.040000	-0.100000	2000.000000	0.966878
3.000000	0.040000	-0.100000	2000.000000	0.955527
4.500000	0.040000	-0.100000	2000.000000	0.924627
6.750000	0.040000	-0.100000	2000.000000	0.961008
10.130000	0.040000	-0.100000	2000.000000	0.753266
2.000000	0.080000	-0.100000	2000.000000	0.960198
3.000000	0.080000	-0.100000	2000.000000	0.946435
4.500000	0.080000	-0.100000	2000.000000	0.920927
6.750000	0.080000	-0.100000	2000.000000	0.968198
10.130000	0.080000	-0.100000	2000.000000	0.796803
2.000000	0.160000	-0.100000	2000.000000	0.951110
3.000000	0.160000	-0.100000	2000.000000	0.933733
4.500000	0.160000	-0.100000	2000.000000	0.917508
6.750000	0.160000	-0.100000	2000.000000	0.974468
10.130000	0.160000	-0.100000	2000.000000	0.845873
2.000000	0.320000	-0.100000	2000.000000	0.949380
3.000000	0.320000	-0.100000	2000.000000	0.930318
4.500000	0.320000	-0.100000	2000.000000	0.916182
6.750000	0.320000	-0.100000	2000.000000	0.978691
10.130000	0.320000	-0.100000	2000.000000	0.897837
2.000000	0.640000	-0.100000	2000.000000	0.949700
3.000000	0.640000	-0.100000	2000.000000	0.931465
4.500000	0.640000	-0.100000	2000.000000	0.925296
6.750000	0.640000	-0.100000	2000.000000	0.981156
10.130000	0.640000	-0.100000	2000.000000	0.943825
2.000000	1.280000	-0.100000	2000.000000	0.953545
3.000000	1.280000	-0.100000	2000.000000	0.942742
4.500000	1.280000	-0.100000	2000.000000	0.946369
6.750000	1.280000	-0.100000	2000.000000	0.982227
10.130000	1.280000	-0.100000	2000.000000	0.976351
15.190000	1.280000	-0.100000	2000.000000	0.992779
2.000000	2.560000	-0.100000	2000.000000	0.966666
3.000000	2.560000	-0.100000	2000.000000	0.964690
4.500000	2.560000	-0.100000	2000.000000	0.969399
6.750000	2.560000	-0.100000	2000.000000	0.984687
10.130000	2.560000	-0.100000	2000.000000	0.990746
4.500000	0.020000	-0.500000	5000.000000	0.927523
6.750000	0.020000	-0.500000	5000.000000	0.930411
4.500000	0.040000	-0.500000	5000.000000	0.924947
6.750000	0.040000	-0.500000	5000.000000	0.936459
10.130000	0.040000	-0.500000	5000.000000	0.474243
2.000000	0.080000	-0.500000	5000.000000	0.960277
3.000000	0.160000	-0.500000	5000.000000	0.933843
4.500000	0.160000	-0.500000	5000.000000	0.917552
6.750000	0.160000	-0.500000	5000.000000	0.960250
10.130000	0.160000	-0.500000	5000.000000	0.565972
2.000000	0.320000	-0.500000	5000.000000	0.949525
3.000000	0.320000	-0.500000	5000.000000	0.930460
4.500000	0.320000	-0.500000	5000.000000	0.916254
6.750000	0.320000	-0.500000	5000.000000	0.971554
10.130000	0.320000	-0.500000	5000.000000	0.653950
2.000000	0.640000	-0.500000	5000.000000	0.949872
3.000000	0.640000	-0.500000	5000.000000	0.931609
4.500000	0.640000	-0.500000	5000.000000	0.925380
6.750000	0.640000	-0.500000	5000.000000	0.979320
10.130000	0.640000	-0.500000	5000.000000	0.774687
2.000000	1.280000	-0.500000	5000.000000	0.953731
3.000000	1.280000	-0.500000	5000.000000	0.942918
4.500000	1.280000	-0.500000	5000.000000	0.946498
6.750000	1.280000	-0.500000	5000.000000	0.982286
10.130000	1.280000	-0.500000	5000.000000	0.908925
15.190000	1.280000	-0.500000	5000.000000	0.992490
2.000000	2.560000	-0.500000	5000.000000	0.966857
3.000000	2.560000	-0.500000	5000.000000	0.964871
4.500000	2.560000	-0.500000	5000.000000	0.969560
6.750000	2.560000	-0.500000	5000.000000	0.984796
10.130000	2.560000	-0.500000	5000.000000	0.985448
15.190000	2.560000	-0.500000	5000.000000	0.991804
4.500000	0.020000	-0.500000	4700.000000	0.927621
6.750000	0.020000	-0.500000	4700.000000	0.928841
10.130000	0.020000	-0.500000	4700.000000	0.450986
2.000000	0.040000	-0.500000	4700.000000	0.966928
3.000000	0.040000	-0.500000	4700.000000	0.955586
4.500000	0.040000	-0.500000	4700.000000	0.924981
6.750000	0.040000	-0.500000	4700.000000	0.935502
10.130000	0.040000	-0.500000	4700.000000	0.467849
2.000000	0.080000	-0.500000	4700.000000	0.960269
3.000000	0.080000	-0.500000	4700.000000	0.946510
4.500000	0.080000	-0.500000	4700.000000	0.921107
6.750000	0.080000	-0.500000	4700.000000	0.946771
10.130000	0.080000	-0.500000	4700.000000	0.502170
2.000000	0.160000	-0.500000	4700.000000	0.951214
3.000000	0.160000	-0.500000	4700.000000	0.933834
4.500000	0.160000	-0.500000	4700.000000	0.917544
6.750000	0.160000	-0.500000	4700.000000	0.959864
10.130000	0.160000	-0.500000	4700.000000	0.559666
2.000000	0.320000	-0.500000	4700.000000	0.949511
3.000000	0.320000	-0.500000	4700.000000	0.930450
4.500000	0.320000	-0.500000	4700.000000	0.916246
6.750000	0.320000	-0.500000	4700.000000	0.971326
10.130000	0.320000	-0.500000	4700.000000	0.648333
2.000000	0.640000	-0.500000	4700.000000	0.949859
3.000000	0.640000	-0.500000	4700.000000	0.931600
4.500000	0.640000	-0.500000	4700.000000	0.925374
6.750000	0.640000	-0.500000	4700.000000	0.979255
10.130000	0.640000	-0.500000	4700.000000	0.770973
2.000000	1.280000	-0.500000	4700.000000	0.953717
3.000000	1.280000	-0.500000	4700.000000	0.942907
4.500000	1.280000	-0.500000	4700.000000	0.946488
6.750000	1.280000	-0.500000	4700.000000	0.982270
10.130000	1.280000	-0.500000	4700.000000	0.907449
15.190000	1.280000	-0.500000	4700.000000	0.992495
2.000000	2.560000	-0.500000	4700.000000	0.966840
3.000000	2.560000	-0.500000	4700.000000	0.964857
4.500000	2.560000	-0.500000	4700.000000	0.969546
6.750000	2.560000	-0.500000	4700.000000	0.984780
10.130000	2.560000	-0.500000	4700.000000	0.985335
15.190000	2.560000	-0.500000	4700.000000	0.991803
4.500000	0.020000	-0.500000	4400.000000	0.927730
6.750000	0.020000	-0.500000	4400.000000	0.927354
10.130000	0.020000	-0.500000	4400.000000	0.444171
2.000000	0.040000	-0.500000	4400.000000	0.966922
3.000000	0.040000	-0.500000	4400.000000	0.955581
4.500000	0.040000	-0.500000	4400.000000	0.925016
6.750000	0.040000	-0.500000	4400.000000	0.934571
10.130000	0.040000	-0.500000	4400.000000	0.461581
2.000000	0.080000	-0.500000	4400.000000	0.960262
3.000000	0.080000	-0.500000	4400.000000	0.946504
4.500000	0.080000	-0.500000	4400.000000	0.921097
6.750000	0.080000	-0.500000	4400.000000	0.946091
10.130000	0.080000	-0.500000	4400.000000	0.495814
2.000000	0.160000	-0.500000	4400.000000	0.951204
3.000000	0.160000	-0.500000	4400.000000	0.933825
4.500000	0.160000	-0.500000	4400.000000	0.917535
6.750000	0.160000	-0.500000	4400.000000	0.959454
10.130000	0.160000	-0.500000	4400.000000	0.553488
2.000000	0.320000	-0.500000	4400.000000	0.949497
3.000000	0.320000	-0.500000	4400.000000	0.930439
4.500000	0.320000	-0.500000	4400.000000	0.916238
6.750000	0.320000	-0.500000	4400.000000	0.971109
10.130000	0.320000	-0.500000	4400.000000	0.642678
2.000000	0.640000	-0.500000	4400.000000	0.949846
3.000000	0.640000	-0.500000	4400.000000	0.931590
4.500000	0.640000	-0.500000	4400.000000	0.925367
6.750000	0.640000	-0.500000	4400.000000	0.979189
10.130000	0.640000	-0.500000	4400.000000	0.767088
2.000000	1.280000	-0.500000	4400.000000	0.953702
3.000000	1.280000	-0.500000	4400.000000	0.942897
4.500000	1.280000	-0.500000	4400.000000	0.946479
6.750000	1.280000	-0.500000	4400.000000	0.982255
10.130000	1.280000	-0.500000	4400.000000	0.905975
15.190000	1.280000	-0.500000	4400.000000	0.992503
2.000000	2.560000	-0.500000	4400.000000	0.966824
3.000000	2.560000	-0.500000	4400.000000	0.964843
4.500000	2.560000	-0.500000	4400.000000	0.969533
6.750000	2.560000	-0.500000	4400.000000	0.984765
10.130000	2.560000	-0.500000	4400.000000	0.985219
15.190000	2.560000	-0.500000	4400.000000	0.991803
4.500000	0.020000	-0.500000	4100.000000	0.927851
6.750000	0.020000	-0.500000	4100.000000	0.925798
10.130000	0.020000	-0.500000	4100.000000	0.437674
2.000000	0.040000	-0.500000	4100.000000	0.966917
3.000000	0.040000	-0.500000	4100.000000	0.955576
4.500000	0.040000	-0.500000	4100.000000	0.925053
6.750000	0.040000	-0.500000	4100.000000	0.933492
10.130000	0.040000	-0.500000	4100.000000	0.455424
2.000000	0.080000	-0.500000	4100.000000	0.960254
3.000000	0.080000	-0.500000	4100.000000	0.946497
4.500000	0.080000	-0.500000	4100.000000	0.921087
6.750000	0.080000	-0.500000	4100.000000	0.945425
10.130000	0.080000	-0.500000	4100.000000	0.489561
2.000000	0.160000	-0.500000	4100.000000	0.951193
3.000000	0.160000	-0.500000	4100.000000	0.933817
4.500000	0.160000	-0.500000	4100.000000	0.917527
6.750000	0.160000	-0.500000	4100.000000	0.959025
10.130000	0.160000	-0.500000	4100.000000	0.547274
2.000000	0.320000	-0.500000	4100.000000	0.949484
3.000000	0.320000	-0.500000	4100.000000	0.930429
4.500000	0.320000	-0.500000	4100.000000	0.916231
6.750000	0.320000	-0.500000	4100.000000	0.970871
10.130000	0.320000	-0.500000	4100.000000	0.637039
2.000000	0.640000	-0.500000	4100.000000	0.949834
3.000000	0.640000	-0.500000	4100.000000	0.931581
4.500000	0.640000	-0.500000	4100.000000	0.925361
6.750000	0.640000	-0.500000	4100.000000	0.979120
10.130000	0.640000	-0.500000	4100.000000	0.763159
2.000000	1.280000	-0.500000	4100.000000	0.953688
3.000000	1.280000	-0.500000	4100.000000	0.942886
4.500000	1.280000	-0.500000	4100.000000	0.946470
6.750000	1.280000	-0.500000	4100.000000	0.982240
10.130000	1.280000	-0.500000	4100.000000	0.904433
15.190000	1.280000	-0.500000	4100.000000	0.992510
2.000000	2.560000	-0.500000	4100.000000	0.966808
3.000000	2.560000	-0.500000	4100.000000	0.964829
4.500000	2.560000	-0.500000	4100.000000	0.969519
6.750000	2.560000	-0.500000	4100.000000	0.984750
10.130000	2.560000	-0.500000	4100.000000	0.985092
15.190000	2.560000	-0.500000	4100.000000	0.991802
4.500000	0.020000	-0.500000	3800.000000	0.927986
6.750000	0.020000	-0.500000	3800.000000	0.924187
10.130000	0.020000	-0.500000	3800.000000	0.431506
2.000000	0.040000	-0.500000	3800.000000	0.966913
3.000000	0.040000	-0.500000	3800.000000	0.955571
4.500000	0.040000	-0.500000	3800.000000	0.925091
6.750000	0.040000	-0.500000	3800.000000	0.932375
10.130000	0.040000	-0.500000	3800.000000	0.449480
2.000000	0.080000	-0.500000	3800.000000	0.960247
3.000000	0.080000	-0.500000	3800.000000	0.946491
4.500000	0.080000	-0.500000	3800.000000	0.921077
6.750000	0.080000	-0.500000	3800.000000	0.944677
10.130000	0.080000	-0.500000	3800.000000	0.483406
2.000000	0.160000	-0.500000	3800.000000	0.951183
3.000000	0.160000	-0.500000	3800.000000	0.933809
4.500000	0.160000	-0.500000	3800.000000	0.917519
6.750000	0.160000	-0.500000	3800.000000	0.958589
10.130000	0.160000	-0.500000	3800.000000	0.541110
2.000000	0.320000	-0.500000	3800.000000	0.949471
3.000000	0.320000	-0.500000	3800.000000	0.930419
4.500000	0.320000	-0.500000	3800.000000	0.916223
6.750000	0.320000	-0.500000	3800.000000	0.970608
10.130000	0.320000	-0.500000	3800.000000	0.631478
2.000000	0.640000	-0.500000	3800.000000	0.949822
3.000000	0.640000	-0.500000	3800.000000	0.931572
4.500000	0.640000	-0.500000	3800.000000	0.925355
6.750000	0.640000	-0.500000	3800.000000	0.979047
10.130000	0.640000	-0.500000	3800.000000	0.759314
2.000000	1.280000	-0.500000	3800.000000	0.953674
3.000000	1.280000	-0.500000	3800.000000	0.942876
4.500000	1.280000	-0.500000	3800.000000	0.946461
6.750000	1.280000	-0.500000	3800.000000	0.982225
10.130000	1.280000	-0.500000	3800.000000	0.902942
15.190000	1.280000	-0.500000	3800.000000	0.992516
2.000000	2.560000	-0.500000	3800.000000	0.966793
3.000000	2.560000	-0.500000	3800.000000	0.964815
4.500000	2.560000	-0.500000	3800.000000	0.969505
6.750000	2.560000	-0.500000	3800.000000	0.984734
10.130000	2.560000	-0.500000	3800.000000	0.984960
15.190000	2.560000	-0.500000	3800.000000	0.991801
4.500000	0.020000	-0.500000	3500.000000	0.928131
6.750000	0.020000	-0.500000	3500.000000	0.922651
10.130000	0.020000	-0.500000	3500.000000	0.425701
2.000000	0.040000	-0.500000	3500.000000	0.966908
3.000000	0.040000	-0.500000	3500.000000	0.955566
4.500000	0.040000	-0.500000	3500.000000	0.925131
6.750000	0.040000	-0.500000	3500.000000	0.931334
10.130000	0.040000	-0.500000	3500.000000	0.443841
2.000000	0.080000	-0.500000	3500.000000	0.960241
3.000000	0.080000	-0.500000	3500.000000	0.946484
4.500000	0.080000	-0.500000	3500.000000	0.921068
6.750000	0.080000	-0.500000	3500.000000	0.943903
10.130000	0.080000	-0.500000	3500.000000	0.477509
2.000000	0.160000	-0.500000	3500.000000	0.951173
3.000000	0.160000	-0.500000	3500.000000	0.933801
4.500000	0.160000	-0.500000	3500.000000	0.917511
6.750000	0.160000	-0.500000	3500.000000	0.958131
10.130000	0.160000	-0.500000	3500.000000	0.535116
2.000000	0.320000	-0.500000	3500.000000	0.949459
3.000000	0.320000	-0.500000	3500.000000	0.930409
4.500000	0.320000	-0.500000	3500.000000	0.916215
6.750000	0.320000	-0.500000	3500.000000	0.970343
10.130000	0.320000	-0.500000	3500.000000	0.626094
2.000000	0.640000	-0.500000	3500.000000	0.949810
3.000000	0.640000	-0.500000	3500.000000	0.931562
4.500000	0.640000	-0.500000	3500.000000	0.925349
6.750000	0.640000	-0.500000	3500.000000	0.978970
10.130000	0.640000	-0.500000	3500.000000	0.755615
2.000000	1.280000	-0.500000	3500.000000	0.953660
3.000000	1.280000	-0.500000	3500.000000	0.942865
4.500000	1.280000	-0.500000	3500.000000	0.946452
6.750000	1.280000	-0.500000	3500.000000	0.982210
10.130000	1.280000	-0.500000	3500.000000	0.901490
15.190000	1.280000	-0.500000	3500.000000	0.992523
2.000000	2.560000	-0.500000	3500.000000	0.966778
3.000000	2.560000	-0.500000	3500.000000	0.964801
4.500000	2.560000	-0.500000	3500.000000	0.969492
6.750000	2.560000	-0.500000	3500.000000	0.984719
10.130000	2.560000	-0.500000	3500.000000	0.984821
15.190000	2.560000	-0.500000	3500.000000	0.991800
4.500000	0.020000	-0.500000	3200.000000	0.928289
6.750000	0.020000	-0.500000	3200.000000	0.921114
10.130000	0.020000	-0.500000	3200.000000	0.420341
2.000000	0.040000	-0.500000	3200.000000	0.966904
3.000000	0.040000	-0.500000	3200.000000	0.955561
4.500000	0.040000	-0.500000	3200.000000	0.925173
6.750000	0.040000	-0.500000	3200.000000	0.930200
10.130000	0.040000	-0.500000	3200.000000	0.438498
