# iter time(ns) max_DgradR max_DgradZ max_vRrho max_vZrho
692 53.364 3.7688993110e-03 8.3865463288e-03 2.1677811666e+00 1.3527309711e+00
693 53.442 3.7695111222e-03 8.3854317828e-03 2.1657953290e+00 1.3495309933e+00
694 53.519 3.7634448876e-03 8.3848186807e-03 2.1632809710e+00 1.3462056774e+00
695 53.596 3.7639756996e-03 8.3928152163e-03 2.1592130883e+00 1.3436911597e+00
696 53.674 3.7690078032e-03 8.3882584436e-03 2.1565439880e+00 1.3415587889e+00
697 53.751 3.7610251051e-03 8.3822462153e-03 2.1556013013e+00 1.3381898811e+00
698 53.828 3.7535497708e-03 8.3779074035e-03 2.1527599320e+00 1.3352554023e+00
699 53.906 3.7484580380e-03 8.3837272688e-03 2.1493907854e+00 1.3323254596e+00
700 53.983 3.7480966582e-03 8.3772028173e-03 2.1472436928e+00 1.3298518053e+00
701 54.060 3.7424222294e-03 8.3792888759e-03 2.1443978580e+00 1.3264301569e+00
702 54.138 3.7384994384e-03 8.3700155293e-03 2.1413536675e+00 1.3245471546e+00
703 54.215 3.7350506925e-03 8.3715722727e-03 2.1397572127e+00 1.3215107371e+00
704 54.292 3.7338936082e-03 8.3721133693e-03 2.1373996081e+00 1.3177893712e+00
705 54.370 3.7263909883e-03 8.3766001704e-03 2.1331815692e+00 1.3154735573e+00
706 54.447 3.7240061984e-03 8.3688134181e-03 2.1310514674e+00 1.3134771380e+00
707 54.524 3.7216241088e-03 8.3675923039e-03 2.1294457861e+00 1.3103416521e+00
708 54.602 3.7188904967e-03 8.3683518037e-03 2.1268879833e+00 1.3076849444e+00
709 54.679 3.7123884004e-03 8.3742516968e-03 2.1240017568e+00 1.3049788374e+00
710 54.756 3.7128055687e-03 8.3714192705e-03 2.1221299686e+00 1.3021109264e+00
711 54.834 3.7094433504e-03 8.3748677761e-03 2.1185496524e+00 1.2990077626e+00
712 54.911 3.7049242990e-03 8.3661039878e-03 2.1158022316e+00 1.2973231569e+00
713 54.988 3.7034380916e-03 8.3722465704e-03 2.1147006132e+00 1.2945186926e+00
714 55.066 3.7021474327e-03 8.3774290362e-03 2.1126322921e+00 1.2911159051e+00
715 55.143 3.6941321299e-03 8.3790525790e-03 2.1086647231e+00 1.2886911617e+00
716 55.220 3.6917733757e-03 8.3695711370e-03 2.1069613396e+00 1.2865634066e+00
717 55.298 3.6894127234e-03 8.3688943785e-03 2.1044450534e+00 1.2836283384e+00
718 55.375 3.6850447673e-03 8.3696734661e-03 2.1021108943e+00 1.2811891252e+00
719 55.452 3.6796333864e-03 8.3730057985e-03 2.0995506624e+00 1.2786868902e+00
720 55.530 3.6786255032e-03 8.3711942780e-03 2.0979153869e+00 1.2753225323e+00
721 55.607 3.6730096665e-03 8.3723125578e-03 2.0945129017e+00 1.2723839472e+00
722 55.684 3.6672329997e-03 8.3618760645e-03 2.0914552363e+00 1.2708771819e+00
723 55.762 3.6672531861e-03 8.3669470008e-03 2.0899491879e+00 1.2683034786e+00
724 55.839 3.6644476228e-03 8.3727613216e-03 2.0881608523e+00 1.2650555625e+00
725 55.916 3.6565536439e-03 8.3757138429e-03 2.0846201159e+00 1.2629105034e+00
726 55.994 3.6571526544e-03 8.3703155791e-03 2.0831839485e+00 1.2602412614e+00
727 56.071 3.6537518939e-03 8.3711851680e-03 2.0803403530e+00 1.2576021828e+00
728 56.148 3.6491016395e-03 8.3732847237e-03 2.0777853780e+00 1.2553589177e+00
729 56.226 3.6472546600e-03 8.3781224521e-03 2.0755285269e+00 1.2531415993e+00
730 56.303 3.6461038976e-03 8.3712341996e-03 2.0742800113e+00 1.2498849413e+00
731 56.381 3.6393405914e-03 8.3653088416e-03 2.0712984688e+00 1.2473309687e+00
732 56.458 3.6381130805e-03 8.3563914543e-03 2.0684163353e+00 1.2453779600e+00
733 56.535 3.6371087241e-03 8.3626581639e-03 2.0662172359e+00 1.2430946530e+00
734 56.613 3.6328830346e-03 8.3544471297e-03 2.0641199716e+00 1.2395774026e+00
735 56.690 3.6270659464e-03 8.3523442726e-03 2.0604126761e+00 1.2352987624e+00
736 56.767 3.6263933962e-03 8.3422169113e-03 2.0580721893e+00 1.2319512986e+00
737 56.845 3.6204793622e-03 8.3331439569e-03 2.0550269174e+00 1.2294336721e+00
738 56.922 3.6149713656e-03 8.3284694472e-03 2.0516255606e+00 1.2259363576e+00
739 56.999 3.6144925142e-03 8.3320309423e-03 2.0480671516e+00 1.2214701677e+00
740 57.077 3.6122592185e-03 8.3241659774e-03 2.0466918803e+00 1.2182860476e+00
741 57.154 3.6039791152e-03 8.3184245497e-03 2.0436873548e+00 1.2151950634e+00
742 57.231 3.6048839185e-03 8.3087683005e-03 2.0395120844e+00 1.2117051236e+00
743 57.309 3.6010585222e-03 8.3113479100e-03 2.0372125427e+00 1.2077842432e+00
744 57.386 3.5973242147e-03 8.3057597782e-03 2.0350618253e+00 1.2046700992e+00
745 57.463 3.5941749552e-03 8.3070063740e-03 2.0320633986e+00 1.2007773189e+00
746 57.541 3.5939766685e-03 8.2997053889e-03 2.0292186453e+00 1.1972951542e+00
747 57.618 3.5878386847e-03 8.2907180887e-03 2.0268996249e+00 1.1940493902e+00
748 57.695 3.5857953162e-03 8.2889878941e-03 2.0231726517e+00 1.1909491802e+00
749 57.773 3.5840911094e-03 8.2952810081e-03 2.0201629241e+00 1.1869122599e+00
750 57.850 3.5824860763e-03 8.2903703508e-03 2.0186420313e+00 1.1835400253e+00
751 57.927 3.5763351497e-03 8.2882926884e-03 2.0162993092e+00 1.1802902970e+00
752 58.005 3.5782256512e-03 8.2818096907e-03 2.0123582733e+00 1.1772013630e+00
753 58.082 3.5742790407e-03 8.2831116087e-03 2.0105229582e+00 1.1732633670e+00
754 58.159 3.5692000426e-03 8.2772323917e-03 2.0076703346e+00 1.1704916500e+00
755 58.237 3.5667534738e-03 8.2783329016e-03 2.0051572320e+00 1.1668287788e+00
756 58.314 3.5659970320e-03 8.2709353250e-03 2.0021397226e+00 1.1630174991e+00
757 58.391 3.5594579312e-03 8.2564275455e-03 2.0003371354e+00 1.1597357155e+00
758 58.469 3.5580601171e-03 8.2530623894e-03 1.9969958380e+00 1.1569722113e+00
759 58.546 3.5551347276e-03 8.2568087902e-03 1.9936302128e+00 1.1533170025e+00
760 58.623 3.5516103363e-03 8.2515503669e-03 1.9913309985e+00 1.1498697844e+00
761 58.701 3.5461696090e-03 8.2359055736e-03 1.9895194963e+00 1.1466434832e+00
762 58.778 3.5473552812e-03 8.2285408956e-03 1.9861753555e+00 1.1430748057e+00
763 58.855 3.5432124271e-03 8.2313211259e-03 1.9840675210e+00 1.1394270521e+00
764 58.933 3.5385210231e-03 8.2285526919e-03 1.9814491122e+00 1.1367826435e+00
765 59.010 3.5379369003e-03 8.2192057919e-03 1.9780940709e+00 1.1335674762e+00
766 59.087 3.5360228151e-03 8.2145967950e-03 1.9750494578e+00 1.1294909066e+00
767 59.165 3.5307125880e-03 8.2016630507e-03 1.9739357406e+00 1.1266672921e+00
768 59.242 3.5308200749e-03 8.2013250439e-03 1.9713036299e+00 1.1234507210e+00
769 59.319 3.5290890087e-03 8.1997710849e-03 1.9680100452e+00 1.1202511477e+00
770 59.397 3.5242262908e-03 8.1977964149e-03 1.9661120220e+00 1.1169485249e+00
771 59.474 3.5229121898e-03 8.1852741939e-03 1.9633020482e+00 1.1141770905e+00
772 59.551 3.5225984351e-03 8.1816870691e-03 1.9606562217e+00 1.1105619390e+00
773 59.629 3.5197760427e-03 8.1824169328e-03 1.9587215201e+00 1.1070936373e+00
774 59.706 3.5151538809e-03 8.1782184217e-03 1.9566778595e+00 1.1041838427e+00
775 59.783 3.5146335844e-03 8.1698444008e-03 1.9531840730e+00 1.1013715999e+00
776 59.861 3.5095665828e-03 8.1646488455e-03 1.9508117755e+00 1.0977510331e+00
777 59.938 3.5050232436e-03 8.1491266912e-03 1.9482212692e+00 1.0949406133e+00
778 60.015 3.5031432465e-03 8.1477483630e-03 1.9461943998e+00 1.0917606521e+00
779 60.093 3.5016365542e-03 8.1463212713e-03 1.9428003899e+00 1.0881498189e+00
780 60.170 3.4946330823e-03 8.1439697262e-03 1.9415292953e+00 1.0847930921e+00
781 60.247 3.4943558111e-03 8.1327276542e-03 1.9388224326e+00 1.0824513934e+00
782 60.325 3.4909823784e-03 8.1293369817e-03 1.9351569522e+00 1.0793167368e+00
783 60.402 3.4868245231e-03 8.1233192205e-03 1.9332157175e+00 1.0757555116e+00
784 60.480 3.4829272295e-03 8.1238527516e-03 1.9315530281e+00 1.0730546279e+00
785 60.557 3.4829315312e-03 8.1196982537e-03 1.9288725853e+00 1.0697127242e+00
786 60.634 3.4786226659e-03 8.1192968929e-03 1.9264172750e+00 1.0666285221e+00
787 60.712 3.4746842609e-03 8.1085834822e-03 1.9244965099e+00 1.0637673291e+00
788 60.789 3.4739487751e-03 8.1047520542e-03 1.9211656298e+00 1.0611089816e+00
789 60.866 3.4709809493e-03 8.1073473336e-03 1.9184870251e+00 1.0576819906e+00
790 60.944 3.4657890330e-03 8.1100432518e-03 1.9171018000e+00 1.0546437665e+00
791 61.021 3.4660542684e-03 8.1035502989e-03 1.9152076305e+00 1.0516476235e+00
792 61.098 3.4644530526e-03 8.1055055424e-03 1.9119129199e+00 1.0489724462e+00
793 61.176 3.4586337657e-03 8.0971865134e-03 1.9104558662e+00 1.0456029747e+00
794 61.253 3.4587680832e-03 8.1013298314e-03 1.9079235478e+00 1.0432506379e+00
795 61.330 3.4556370319e-03 8.0960018437e-03 1.9052937867e+00 1.0402544796e+00
796 61.408 3.4519636033e-03 8.0959559198e-03 1.9026891265e+00 1.0365444619e+00
797 61.485 3.4461911692e-03 8.0858185681e-03 1.9014518025e+00 1.0339382675e+00
798 61.562 3.4459946139e-03 8.0808685118e-03 1.8988653142e+00 1.0313589480e+00
799 61.640 3.4406133962e-03 8.0721341564e-03 1.8959758917e+00 1.0284315552e+00
800 61.717 3.4347872299e-03 8.0755837022e-03 1.8941687145e+00 1.0252498742e+00
801 61.794 3.4329647664e-03 8.0690413863e-03 1.8915527497e+00 1.0227495716e+00
802 61.872 3.4319158318e-03 8.0700264086e-03 1.8890355024e+00 1.0195374290e+00
803 61.949 3.4257703977e-03 8.0629817270e-03 1.8871939809e+00 1.0163121959e+00
804 62.026 3.4255224315e-03 8.0553909100e-03 1.8854484970e+00 1.0137101330e+00
805 62.104 3.4229970703e-03 8.0528086920e-03 1.8823766033e+00 1.0112732216e+00
806 62.181 3.4192398032e-03 8.0594309060e-03 1.8800023990e+00 1.0081334617e+00
807 62.258 3.4165588579e-03 8.0561204193e-03 1.8777098247e+00 1.0053585311e+00
808 62.336 3.4164753752e-03 8.0543701540e-03 1.8749903067e+00 1.0026418987e+00
809 62.413 3.4133173976e-03 8.0507403478e-03 1.8719963057e+00 9.9949975614e-01
810 62.490 3.4097429271e-03 8.0490499714e-03 1.8704214556e+00 9.9643529835e-01
811 62.568 3.4101347019e-03 8.0495486656e-03 1.8681992804e+00 9.9424889612e-01
812 62.645 3.4070780666e-03 8.0535148319e-03 1.8646740807e+00 9.9159975981e-01
813 62.722 3.4033296553e-03 8.0537973887e-03 1.8629042310e+00 9.8826817675e-01
814 62.800 3.4035814970e-03 8.0494355391e-03 1.8602638961e+00 9.8595416687e-01
815 62.877 3.4033994191e-03 8.0496010846e-03 1.8581180101e+00 9.8304151667e-01
816 62.954 3.3981073777e-03 8.0523440071e-03 1.8553704539e+00 9.8038703139e-01
817 63.032 3.3977860724e-03 8.0513542596e-03 1.8538297853e+00 9.7746878117e-01
818 63.109 3.3945106862e-03 8.0468172421e-03 1.8510388192e+00 9.7523638283e-01
819 63.186 3.3913959029e-03 8.0457968878e-03 1.8478652153e+00 9.7235542197e-01
820 63.264 3.3868766427e-03 8.0350606988e-03 1.8458679085e+00 9.6925489367e-01
821 63.341 3.3871519027e-03 8.0323180297e-03 1.8435700648e+00 9.6679439663e-01
822 63.418 3.3834013898e-03 8.0326905245e-03 1.8408979874e+00 9.6410355448e-01
823 63.496 3.3789542434e-03 8.0358893990e-03 1.8386212781e+00 9.6131779954e-01
824 63.573 3.3787830749e-03 8.0294569898e-03 1.8367334339e+00 9.5868029626e-01
825 63.650 3.3760192308e-03 8.0312366959e-03 1.8336170134e+00 9.5630723888e-01
826 63.728 3.3718452027e-03 8.0249056359e-03 1.8311086649e+00 9.5330355264e-01
827 63.805 3.3708380537e-03 8.0254905012e-03 1.8287814706e+00 9.5050613816e-01
828 63.882 3.3702600936e-03 8.0233973247e-03 1.8269018641e+00 9.4791776629e-01
829 63.960 3.3703379370e-03 8.0299987714e-03 1.8239115441e+00 9.4557139912e-01
830 64.037 3.3727915524e-03 8.0280872000e-03 1.8223148787e+00 9.4266568563e-01
831 64.114 3.3718666986e-03 8.0267439577e-03 1.8201052589e+00 9.4034579158e-01
832 64.192 3.3795925104e-03 8.0251177812e-03 1.8166874897e+00 9.3784774387e-01
833 64.269 3.3860844221e-03 8.0281014816e-03 1.8149072361e+00 9.3473622648e-01
834 64.346 3.3911230289e-03 8.0306742827e-03 1.8129414071e+00 9.3228339776e-01
835 64.424 3.3929541822e-03 8.0339266642e-03 1.8108571333e+00 9.2998190063e-01
836 64.501 3.3900986771e-03 8.0368805723e-03 1.8080252274e+00 9.2757723982e-01
837 64.578 3.3977373398e-03 8.0323219726e-03 1.8067176531e+00 9.2459427819e-01
838 64.656 3.4040160525e-03 8.0357637491e-03 1.8042112591e+00 9.2259061068e-01
839 64.733 3.4056419018e-03 8.0398668372e-03 1.8012444543e+00 9.1998248571e-01
840 64.811 3.3947359446e-03 8.0422149920e-03 1.7993821554e+00 9.1708557109e-01
841 64.888 3.3865203526e-03 8.0364927806e-03 1.7976917436e+00 9.1458903482e-01
842 64.965 3.3857094885e-03 8.0393957336e-03 1.7951990178e+00 9.1250157335e-01
843 65.043 3.3849190510e-03 8.0328934980e-03 1.7928229626e+00 9.0995315031e-01
844 65.120 3.3840860724e-03 8.0302017831e-03 1.7911170219e+00 9.0716554812e-01
845 65.197 3.3871109105e-03 8.0283174798e-03 1.7882716365e+00 9.0501979982e-01
846 65.275 3.3886232282e-03 8.0360587554e-03 1.7856527453e+00 9.0230643023e-01
847 65.352 3.3888579996e-03 8.0344700065e-03 1.7836212661e+00 8.9961331269e-01
848 65.429 3.3847577603e-03 8.0347458289e-03 1.7820780982e+00 8.9719538034e-01
849 65.507 3.3878696345e-03 8.0338415793e-03 1.7794022982e+00 8.9515728353e-01
850 65.584 3.3864113355e-03 8.0313252670e-03 1.7775076437e+00 8.9255788071e-01
851 65.661 3.3802965038e-03 8.0346796500e-03 1.7756145227e+00 8.8998777147e-01
852 65.739 3.3755409450e-03 8.0387891012e-03 1.7725989909e+00 8.8778530091e-01
853 65.816 3.3750826690e-03 8.0429056173e-03 1.7705087258e+00 8.8505048303e-01
854 65.893 3.3730655736e-03 8.0392816268e-03 1.7687039029e+00 8.8256734448e-01
855 65.971 3.3701903093e-03 8.0442650429e-03 1.7669790808e+00 8.8036519770e-01
856 66.048 3.3676997792e-03 8.0411345405e-03 1.7641383640e+00 8.7827197196e-01
857 66.125 3.3668011883e-03 8.0503299308e-03 1.7627928672e+00 8.7563171611e-01
858 66.203 3.3644994559e-03 8.0503392030e-03 1.7607310974e+00 8.7331425596e-01
859 66.280 3.3605269833e-03 8.0604740059e-03 1.7577830226e+00 8.7106528478e-01
860 66.357 3.3615443764e-03 8.0614022199e-03 1.7560597607e+00 8.6856244357e-01
861 66.435 3.3579342733e-03 8.0639988033e-03 1.7545267704e+00 8.6603983526e-01
862 66.512 3.3554461352e-03 8.0659600098e-03 1.7526394182e+00 8.6408743730e-01
863 66.589 3.3551521068e-03 8.0745274714e-03 1.7500197182e+00 8.6194943951e-01
864 66.667 3.3500414705e-03 8.0755273874e-03 1.7487505073e+00 8.5923786476e-01
865 66.744 3.3442979973e-03 8.0759331316e-03 1.7464205781e+00 8.5711105075e-01
866 66.821 3.3426039937e-03 8.0780222271e-03 1.7435465636e+00 8.5479025472e-01
867 66.899 3.3399090311e-03 8.0709996852e-03 1.7418610200e+00 8.5238655448e-01
868 66.976 3.3326611468e-03 8.0741018223e-03 1.7402646873e+00 8.4980735433e-01
869 67.053 3.3321499157e-03 8.0746787986e-03 1.7381414391e+00 8.4793679020e-01
870 67.131 3.3284119863e-03 8.0822466936e-03 1.7356712915e+00 8.4574161172e-01
871 67.208 3.3242579388e-03 8.0807621085e-03 1.7343275269e+00 8.4304514067e-01
872 67.285 3.3205439994e-03 8.0866599046e-03 1.7319368612e+00 8.4102273917e-01
873 67.363 3.3195074076e-03 8.0863886775e-03 1.7291820441e+00 8.3871088962e-01
874 67.440 3.3156612599e-03 8.0846749493e-03 1.7275621767e+00 8.3640913684e-01
875 67.517 3.3110366617e-03 8.0880489346e-03 1.7260435366e+00 8.3384523112e-01
876 67.595 3.3108041788e-03 8.0947575544e-03 1.7238611022e+00 8.3209794661e-01
877 67.672 3.3060539088e-03 8.1001269767e-03 1.7216076506e+00 8.2991194275e-01
878 67.749 3.3022720162e-03 8.0965076371e-03 1.7201884201e+00 8.2723665735e-01
879 67.827 3.3011506260e-03 8.0888830634e-03 1.7177370269e+00 8.2534209441e-01
880 67.904 3.3005618690e-03 8.0896904987e-03 1.7151288287e+00 8.2304475860e-01
881 67.981 3.2958638720e-03 8.0816658934e-03 1.7133756381e+00 8.2086998626e-01
882 68.059 3.2950075206e-03 8.0648809877e-03 1.7121652339e+00 8.1838232789e-01
883 68.136 3.2940497493e-03 8.0576775263e-03 1.7099282144e+00 8.1669458682e-01
884 68.213 3.2903917641e-03 8.0462716792e-03 1.7072622425e+00 8.1452330718e-01
885 68.291 3.2883354482e-03 8.0440370940e-03 1.7057749234e+00 8.1187439097e-01
886 68.368 3.2877371737e-03 8.0331327721e-03 1.7035759846e+00 8.0921903972e-01
887 68.445 3.2870830000e-03 8.0277847242e-03 1.7015605710e+00 8.0633769047e-01
888 68.523 3.2819388600e-03 8.0182318139e-03 1.6992270074e+00 8.0299032969e-01
889 68.600 3.2817179013e-03 7.9996518976e-03 1.6966907886e+00 7.9921259653e-01
890 68.677 3.2780463815e-03 7.9875674608e-03 1.6932449202e+00 7.9563537041e-01
891 68.755 3.2731831882e-03 7.9785708125e-03 1.6888695364e+00 7.9217826464e-01
892 68.832 3.2701140910e-03 7.9700123672e-03 1.6857243427e+00 7.8890974876e-01
893 68.910 3.2678080351e-03 7.9530202999e-03 1.6835031918e+00 7.8520776983e-01
894 68.987 3.2646364965e-03 7.9454901304e-03 1.6804265108e+00 7.8130842263e-01
895 69.064 3.2584443665e-03 7.9299663209e-03 1.6764218112e+00 7.7746831816e-01
896 69.142 3.2590387085e-03 7.9175369663e-03 1.6741957886e+00 7.7430670685e-01
897 69.219 3.2553515390e-03 7.9066062107e-03 1.6710848915e+00 7.7079363937e-01
898 69.296 3.2514266870e-03 7.9002400465e-03 1.6673957080e+00 7.6686488203e-01
899 69.374 3.2496356103e-03 7.8907960416e-03 1.6642200462e+00 7.6284105334e-01
900 69.451 3.2480647892e-03 7.8763049340e-03 1.6620677280e+00 7.5950375548e-01
901 69.528 3.2450132163e-03 7.8684447136e-03 1.6592700709e+00 7.5618351272e-01
902 69.606 3.2407765766e-03 7.8522957297e-03 1.6555506426e+00 7.5245402854e-01
903 69.683 3.2414952386e-03 7.8474546470e-03 1.6533611501e+00 7.4832268712e-01
904 69.760 3.2379849969e-03 7.8358529373e-03 1.6504674301e+00 7.4454147021e-01
905 69.838 3.2352414948e-03 7.8322369497e-03 1.6472271499e+00 7.4141280759e-01
906 69.915 3.2343587101e-03 7.8222367601e-03 1.6441028104e+00 7.3788117720e-01
907 69.992 3.2337731064e-03 7.8107100374e-03 1.6421069110e+00 7.3395373865e-01
908 70.070 3.2310329446e-03 7.8024131257e-03 1.6395219441e+00 7.3013754949e-01
909 70.147 3.2283559286e-03 7.7915479348e-03 1.6360259265e+00 7.2654389662e-01
910 70.224 3.2294053965e-03 7.7876842429e-03 1.6340003027e+00 7.2320712722e-01
911 70.302 3.2266146841e-03 7.7768652975e-03 1.6313000503e+00 7.1948144463e-01
912 70.379 3.2247718688e-03 7.7747473887e-03 1.6284116432e+00 7.1574292396e-01
913 70.456 3.2245140787e-03 7.7645516801e-03 1.6254510543e+00 7.1234855040e-01
914 70.534 3.2249513617e-03 7.7556059857e-03 1.6236481755e+00 7.0857455385e-01
915 70.611 3.2227245301e-03 7.7472417447e-03 1.6212551113e+00 7.0494183354e-01
916 70.688 3.2186985461e-03 7.7368316030e-03 1.6178084681e+00 7.0123958762e-01
917 70.766 3.2179283533e-03 7.7279511343e-03 1.6157638756e+00 6.9796503913e-01
918 70.843 3.2134852701e-03 7.7111436079e-03 1.6131072076e+00 6.9430205658e-01
919 70.920 3.2098677564e-03 7.6865130664e-03 1.6100760017e+00 6.9050234273e-01
920 70.998 3.2081266443e-03 7.6719858985e-03 1.6072283877e+00 6.8719440480e-01
921 71.075 3.2064981894e-03 7.6554327888e-03 1.6050210453e+00 6.8352283191e-01
922 71.152 3.2026397265e-03 7.6439745041e-03 1.6026906683e+00 6.7958997904e-01
923 71.230 3.1991535721e-03 7.6249642471e-03 1.5995223925e+00 6.7627116217e-01
924 71.307 3.1991478134e-03 7.6096125561e-03 1.5972880603e+00 6.7284444216e-01
925 71.384 3.1950984551e-03 7.5938293958e-03 1.5948984121e+00 6.6931918421e-01
926 71.462 3.1922442757e-03 7.5878251739e-03 1.5916763193e+00 6.6558679709e-01
927 71.539 3.1915328482e-03 7.5751303383e-03 1.5891938075e+00 6.6242417557e-01
928 71.616 3.1901852032e-03 7.5599668248e-03 1.5867582696e+00 6.5891808426e-01
929 71.694 3.1872125789e-03 7.5483724606e-03 1.5846521040e+00 6.5507517392e-01
930 71.771 3.1841707009e-03 7.5293424703e-03 1.5817588678e+00 6.5186476929e-01
931 71.848 3.1850600581e-03 7.5178749357e-03 1.5794522734e+00 6.4837815201e-01
932 71.926 3.1819460912e-03 7.5047985069e-03 1.5773302895e+00 6.4501122889e-01
933 72.003 3.1795480897e-03 7.4997447246e-03 1.5743856709e+00 6.4134586800e-01
934 72.080 3.1797268116e-03 7.4872925766e-03 1.5719008468e+00 6.3830995471e-01
935 72.158 3.1787372524e-03 7.4770692037e-03 1.5697348349e+00 6.3499516815e-01
936 72.235 3.1767954127e-03 7.4660658737e-03 1.5674161287e+00 6.3135925889e-01
937 72.312 3.1742340345e-03 7.4494408335e-03 1.5647963518e+00 6.2814278494e-01
938 72.390 3.1758546027e-03 7.4416896177e-03 1.5625265226e+00 6.2485111063e-01
939 72.467 3.1738330557e-03 7.4329410777e-03 1.5606743783e+00 6.2152347578e-01
940 72.544 3.1718736034e-03 7.4287167865e-03 1.5580083168e+00 6.1807091823e-01
941 72.622 3.1727463541e-03 7.4171977192e-03 1.5556093344e+00 6.1500852011e-01
942 72.699 3.1720718995e-03 7.4102845010e-03 1.5537176490e+00 6.1189191271e-01
943 72.776 3.1713374840e-03 7.4005334143e-03 1.5512450301e+00 6.0846783696e-01
944 72.854 3.1694590099e-03 7.3872559572e-03 1.5489009086e+00 6.0524505546e-01
945 72.931 3.1688912980e-03 7.3741517127e-03 1.5465054974e+00 6.0212971303e-01
946 73.009 3.1657852353e-03 7.3591267026e-03 1.5447320401e+00 5.9882232380e-01
947 73.086 3.1614621978e-03 7.3479383118e-03 1.5421975696e+00 5.9556127646e-01
948 73.163 3.1607575202e-03 7.3296119653e-03 1.5394955975e+00 5.9234542065e-01
949 73.241 3.1577526286e-03 7.3162199315e-03 1.5377361124e+00 5.8941008355e-01
950 73.318 3.1556706062e-03 7.2999149698e-03 1.5352211224e+00 5.8619747015e-01
951 73.395 3.1525627126e-03 7.2825613767e-03 1.5323828105e+00 5.8275895407e-01
952 73.473 3.1514524989e-03 7.2713533587e-03 1.5304975984e+00 5.7986856785e-01
953 73.550 3.1498049956e-03 7.2580053412e-03 1.5282080533e+00 5.7670689905e-01
954 73.627 3.1451031183e-03 7.2489100056e-03 1.5260216620e+00 5.7346458989e-01
955 73.705 3.1454290752e-03 7.2327949118e-03 1.5230880977e+00 5.7022359512e-01
956 73.782 3.1439161885e-03 7.2212964622e-03 1.5216029358e+00 5.6733161330e-01
957 73.859 3.1414898880e-03 7.2074041836e-03 1.5194396791e+00 5.6435263372e-01
958 73.937 3.1394103200e-03 7.1937037691e-03 1.5165347821e+00 5.6111220370e-01
959 74.014 3.1380724885e-03 7.1847930676e-03 1.5148088224e+00 5.5806470176e-01
960 74.091 3.1378346107e-03 7.1730274190e-03 1.5126770084e+00 5.5513478099e-01
961 74.169 3.1339217119e-03 7.1664442947e-03 1.5101653050e+00 5.5194885298e-01
962 74.246 3.1340759620e-03 7.1529432587e-03 1.5078606077e+00 5.4882937940e-01
963 74.323 3.1341845634e-03 7.1431328349e-03 1.5058892949e+00 5.4582805429e-01
964 74.401 3.1314960601e-03 7.1320760648e-03 1.5040816164e+00 5.4304404613e-01
965 74.478 3.1302403929e-03 7.1205854563e-03 1.5015385299e+00 5.4004143013e-01
966 74.555 3.1305730149e-03 7.1144333369e-03 1.4996318592e+00 5.3682005920e-01
967 74.633 3.1300372770e-03 7.1036990187e-03 1.4978594881e+00 5.3411647151e-01
968 74.710 3.1278880172e-03 7.1001081939e-03 1.4953570687e+00 5.3116617315e-01
969 74.787 3.1270155762e-03 7.0896909025e-03 1.4932602220e+00 5.2806851869e-01
970 74.865 3.1285505965e-03 7.0808757737e-03 1.4915307445e+00 5.2512444476e-01
971 74.942 3.1266719561e-03 7.0731421201e-03 1.4894081133e+00 5.2234413492e-01
972 75.019 3.1250549647e-03 7.0618176914e-03 1.4872327672e+00 5.1957267459e-01
973 75.097 3.1270371662e-03 7.0589424161e-03 1.4852106182e+00 5.1656334474e-01
974 75.174 3.1261212288e-03 7.0493473868e-03 1.4838045832e+00 5.1372874684e-01
975 75.251 3.1235973744e-03 7.0405041965e-03 1.4815227939e+00 5.1099349099e-01
976 75.329 3.1210558529e-03 7.0260855937e-03 1.4790617243e+00 5.0803922913e-01
977 75.406 3.1196367227e-03 7.0093449178e-03 1.4775492358e+00 5.0505869241e-01
978 75.483 3.1174872793e-03 6.9978454511e-03 1.4753558591e+00 5.0231069088e-01
979 75.561 3.1129124981e-03 6.9796465049e-03 1.4727408420e+00 4.9957781327e-01
980 75.638 3.1132017940e-03 6.9703122873e-03 1.4711249717e+00 4.9680342813e-01
981 75.715 3.1114552956e-03 6.9572331728e-03 1.4690251371e+00 4.9381771677e-01
982 75.793 3.1082217565e-03 6.9475320992e-03 1.4670463806e+00 4.9116450536e-01
983 75.870 3.1065545755e-03 6.9373668513e-03 1.4645596227e+00 4.8845633630e-01
984 75.947 3.1052403371e-03 6.9206013204e-03 1.4629653204e+00 4.8554084574e-01
985 76.025 3.1036131646e-03 6.9129005320e-03 1.4611977720e+00 4.8267595928e-01
986 76.102 3.0999108198e-03 6.8991462353e-03 1.4587603018e+00 4.8003565232e-01
987 76.179 3.0990261038e-03 6.8880374456e-03 1.4568952864e+00 4.7733284322e-01
988 76.257 3.0991166404e-03 6.8792046741e-03 1.4552227726e+00 4.7459515626e-01
989 76.334 3.0958803405e-03 6.8688926717e-03 1.4528845164e+00 4.7166163518e-01
990 76.411 3.0938763764e-03 6.8631225966e-03 1.4507214526e+00 4.6919147219e-01
991 76.489 3.0947531018e-03 6.8508592588e-03 1.4491486905e+00 4.6652086754e-01
992 76.566 3.0922698283e-03 6.8425659835e-03 1.4471110700e+00 4.6365405293e-01
993 76.643 3.0908612445e-03 6.8334758601e-03 1.4451084257e+00 4.6098202806e-01
994 76.721 3.0905619521e-03 6.8195949157e-03 1.4430037122e+00 4.5838006130e-01
