# iter time(ns) max_DgradR max_DgradZ max_vRrho max_vZrho
2003 154.756 3.5005341669e-03 2.7618203118e-03 8.3902229141e-01 7.1407134800e-01
2004 154.834 3.5053638151e-03 2.7584664529e-03 8.3928841690e-01 7.1496934383e-01
2005 154.911 3.5102236678e-03 2.7546716404e-03 8.3960750490e-01 7.1586124151e-01
2006 154.988 3.5122216337e-03 2.7505845341e-03 8.3991320630e-01 7.1655478185e-01
2007 155.066 3.5150644024e-03 2.7478746519e-03 8.4012345773e-01 7.1716420389e-01
2008 155.143 3.5175410094e-03 2.7447647050e-03 8.4031366218e-01 7.1787372070e-01
2009 155.220 3.5200061850e-03 2.7431239423e-03 8.4043601940e-01 7.1868122539e-01
2010 155.298 3.5220573946e-03 2.7409788411e-03 8.4074826680e-01 7.1942244551e-01
2011 155.375 3.5249559985e-03 2.7396118283e-03 8.4100635186e-01 7.2007923107e-01
2012 155.452 3.5277931015e-03 2.7380664914e-03 8.4122277446e-01 7.2070707521e-01
2013 155.530 3.5304952542e-03 2.7359957013e-03 8.4139356015e-01 7.2150746170e-01
2014 155.607 3.5329414052e-03 2.7334206338e-03 8.4158750951e-01 7.2229782010e-01
2015 155.684 3.5352584344e-03 2.7319099037e-03 8.4189584265e-01 7.2300344247e-01
2016 155.762 3.5385363571e-03 2.7299654753e-03 8.4217693681e-01 7.2366604493e-01
2017 155.839 3.5417996129e-03 2.7275516407e-03 8.4239846828e-01 7.2443414587e-01
2018 155.916 3.5446787402e-03 2.7247715077e-03 8.4257463924e-01 7.2527606963e-01
2019 155.994 3.5471775966e-03 2.7229714153e-03 8.4291715953e-01 7.2603258087e-01
2020 156.071 3.5497302005e-03 2.7218915386e-03 8.4328578285e-01 7.2678592390e-01
2021 156.148 3.5537558577e-03 2.7205492412e-03 8.4355831882e-01 7.2751103215e-01
2022 156.226 3.5571129298e-03 2.7187725288e-03 8.4378058920e-01 7.2840533147e-01
2023 156.303 3.5600818493e-03 2.7168382321e-03 8.4402458589e-01 7.2921365939e-01
2024 156.380 3.5636726785e-03 2.7156810558e-03 8.4441259536e-01 7.2999462565e-01
2025 156.458 3.5677866103e-03 2.7141002812e-03 8.4473627265e-01 7.3071413417e-01
2026 156.535 3.5727547922e-03 2.7120973929e-03 8.4497660540e-01 7.3154954497e-01
2027 156.613 3.5770977396e-03 2.7097359089e-03 8.4521282985e-01 7.3241032301e-01
2028 156.690 3.5812349224e-03 2.7083572769e-03 8.4554871776e-01 7.3322332930e-01
2029 156.767 3.5848877134e-03 2.7065647776e-03 8.4592373887e-01 7.3399459277e-01
2030 156.845 3.5903609936e-03 2.7043599201e-03 8.4620258247e-01 7.3472166118e-01
2031 156.922 3.5948795283e-03 2.7017447388e-03 8.4647116537e-01 7.3563555232e-01
2032 156.999 3.5995542051e-03 2.7000288858e-03 8.4669041641e-01 7.3647575616e-01
2033 157.077 3.6032094298e-03 2.6991186812e-03 8.4711707525e-01 7.3729949085e-01
2034 157.154 3.6087058945e-03 2.6980112655e-03 8.4744739525e-01 7.3803695876e-01
2035 157.231 3.6136950250e-03 2.6964988784e-03 8.4774502478e-01 7.3889100320e-01
2036 157.309 3.6186043450e-03 2.6945829527e-03 8.4798726093e-01 7.3977172175e-01
2037 157.386 3.6227991335e-03 2.6934532975e-03 8.4820964872e-01 7.4063261128e-01
2038 157.463 3.6277989874e-03 2.6921750492e-03 8.4848776600e-01 7.4142290281e-01
2039 157.541 3.6333064461e-03 2.6904973559e-03 8.4875606280e-01 7.4218297468e-01
2040 157.618 3.6383932042e-03 2.6884217352e-03 8.4894626955e-01 7.4311796763e-01
2041 157.695 3.6431275387e-03 2.6868585157e-03 8.4906075091e-01 7.4400369495e-01
2042 157.773 3.6476104381e-03 2.6854187698e-03 8.4916265828e-01 7.4484766608e-01
2043 157.850 3.6536443283e-03 2.6835850770e-03 8.4933231717e-01 7.4560478641e-01
2044 157.927 3.6588868848e-03 2.6813590162e-03 8.4957435963e-01 7.4650274847e-01
2045 158.005 3.6641650404e-03 2.6794749768e-03 8.4972089904e-01 7.4741525996e-01
2046 158.082 3.6684301639e-03 2.6781403533e-03 8.4986764718e-01 7.4831382085e-01
2047 158.159 3.6746687152e-03 2.6774050316e-03 8.4992574224e-01 7.4912514189e-01
2048 158.237 3.6802434443e-03 2.6762779291e-03 8.5021590110e-01 7.4992815127e-01
2049 158.314 3.6858900406e-03 2.6747604063e-03 8.5041467062e-01 7.5088650985e-01
2050 158.391 3.6907081460e-03 2.6733200320e-03 8.5059453580e-01 7.5182462200e-01
2051 158.469 3.6963946170e-03 2.6724462969e-03 8.5070470355e-01 7.5269112744e-01
2052 158.546 3.7025191462e-03 2.6711849621e-03 8.5088277872e-01 7.5347020811e-01
2053 158.623 3.7083068338e-03 2.6695374371e-03 8.5113431044e-01 7.5441314189e-01
2054 158.701 3.7136880417e-03 2.6677505211e-03 8.5134072722e-01 7.5538318204e-01
2055 158.778 3.7187875635e-03 2.6667442210e-03 8.5150351535e-01 7.5630591130e-01
2056 158.855 3.7254756210e-03 2.6653546457e-03 8.5157841827e-01 7.5714083238e-01
2057 158.933 3.7313763760e-03 2.6635832478e-03 8.5188329215e-01 7.5799002351e-01
2058 159.010 3.7373329789e-03 2.6614722462e-03 8.5212011901e-01 7.5899094728e-01
2059 159.087 3.7422736059e-03 2.6603389125e-03 8.5233611854e-01 7.5997099569e-01
2060 159.165 3.7490745232e-03 2.6589446437e-03 8.5245677139e-01 7.6086286415e-01
2061 159.242 3.7553397820e-03 2.6582644333e-03 8.5265772836e-01 7.6168277603e-01
2062 159.319 3.7616242218e-03 2.6572027692e-03 8.5292963704e-01 7.6266617451e-01
2063 159.397 3.7671552230e-03 2.6557611440e-03 8.5319948250e-01 7.6368958662e-01
2064 159.474 3.7733221120e-03 2.6550120534e-03 8.5337391649e-01 7.6463956803e-01
2065 159.551 3.7801833044e-03 2.6542214626e-03 8.5349401370e-01 7.6550114999e-01
2066 159.629 3.7865489041e-03 2.6530530535e-03 8.5379099347e-01 7.6641523770e-01
2067 159.706 3.7926859407e-03 2.6515083317e-03 8.5409393802e-01 7.6746598100e-01
2068 159.783 3.7981622142e-03 2.6503926443e-03 8.5432283814e-01 7.6847530341e-01
2069 159.861 3.8056367055e-03 2.6494966960e-03 8.5447654516e-01 7.6939585009e-01
2070 159.938 3.8121028079e-03 2.6482266978e-03 8.5469858112e-01 7.7027048473e-01
2071 160.015 3.8188229229e-03 2.6465841697e-03 8.5503420609e-01 7.7130303362e-01
2072 160.093 3.8245616650e-03 2.6451838823e-03 8.5531830952e-01 7.7237298785e-01
2073 160.170 3.8316662679e-03 2.6441874964e-03 8.5550715714e-01 7.7335379838e-01
2074 160.247 3.8387652164e-03 2.6428209098e-03 8.5569836677e-01 7.7425820479e-01
2075 160.325 3.8455417206e-03 2.6417539742e-03 8.5601257949e-01 7.7522380563e-01
2076 160.402 3.8519223029e-03 2.6408186165e-03 8.5635267215e-01 7.7633216260e-01
2077 160.479 3.8582423341e-03 2.6396404184e-03 8.5659743609e-01 7.7737459603e-01
2078 160.557 3.8659933090e-03 2.6393635954e-03 8.5681898055e-01 7.7832762388e-01
2079 160.634 3.8727921891e-03 2.6387157948e-03 8.5703039735e-01 7.7925891181e-01
2080 160.712 3.8798334850e-03 2.6376983409e-03 8.5742731724e-01 7.8035418009e-01
2081 160.789 3.8859277200e-03 2.6363127405e-03 8.5772883722e-01 7.8145965945e-01
2082 160.866 3.8937274984e-03 2.6358596998e-03 8.5798426176e-01 7.8247535766e-01
2083 160.944 3.9011363596e-03 2.6351313695e-03 8.5819564694e-01 7.8343668738e-01
2084 161.021 3.9082505988e-03 2.6340367218e-03 8.5855100267e-01 7.8443784700e-01
2085 161.098 3.9120605570e-03 2.6318114295e-03 8.5875129575e-01 7.8541314072e-01
2086 161.176 3.9162190200e-03 2.6301571893e-03 8.5887339047e-01 7.8630656739e-01
2087 161.253 3.9214274443e-03 2.6285686799e-03 8.5899548065e-01 7.8711831735e-01
2088 161.330 3.9257166188e-03 2.6266443407e-03 8.5903247461e-01 7.8791053700e-01
2089 161.408 3.9302075889e-03 2.6243863363e-03 8.5928210958e-01 7.8879411945e-01
2090 161.485 3.9341608156e-03 2.6223115221e-03 8.5946374817e-01 7.8975903308e-01
2091 161.562 3.9394540569e-03 2.6206170761e-03 8.5960052628e-01 7.9064184849e-01
2092 161.640 3.9443130596e-03 2.6197021788e-03 8.5970390014e-01 7.9144628474e-01
2093 161.717 3.9489809074e-03 2.6185428046e-03 8.5977130696e-01 7.9224435582e-01
2094 161.794 3.9531203159e-03 2.6170468926e-03 8.6002003867e-01 7.9320110549e-01
2095 161.872 3.9581025477e-03 2.6152165140e-03 8.6018359036e-01 7.9415604114e-01
2096 161.949 3.9636619002e-03 2.6138352209e-03 8.6033956241e-01 7.9502866205e-01
2097 162.026 3.9683893300e-03 2.6126483023e-03 8.6042473366e-01 7.9584106648e-01
2098 162.104 3.9732351302e-03 2.6111283130e-03 8.6054475462e-01 7.9666492117e-01
2099 162.181 3.9780145605e-03 2.6092772944e-03 8.6077577047e-01 7.9766797431e-01
2100 162.258 3.9837016585e-03 2.6073755213e-03 8.6094210339e-01 7.9861338730e-01
2101 162.336 3.9889385638e-03 2.6061643823e-03 8.6109452812e-01 7.9947626258e-01
2102 162.413 3.9940551083e-03 2.6046236677e-03 8.6116201895e-01 8.0029720690e-01
2103 162.490 3.9986973938e-03 2.6027553938e-03 8.6133110044e-01 8.0118372511e-01
2104 162.568 4.0044287118e-03 2.6005616955e-03 8.6154493033e-01 8.0219806927e-01
2105 162.645 4.0103973680e-03 2.5992247335e-03 8.6172849297e-01 8.0313443622e-01
2106 162.722 4.0155593458e-03 2.5976664866e-03 8.6186361038e-01 8.0398803550e-01
2107 162.800 4.0208180332e-03 2.5962161181e-03 8.6191395008e-01 8.0482141435e-01
2108 162.877 4.0264609431e-03 2.5950903090e-03 8.6214530651e-01 8.0578884132e-01
2109 162.954 4.0325350210e-03 2.5936361895e-03 8.6234434314e-01 8.0679985165e-01
2110 163.032 4.0382129363e-03 2.5921018957e-03 8.6254764356e-01 8.0772767959e-01
2111 163.109 4.0437543799e-03 2.5912949105e-03 8.6266599956e-01 8.0857558771e-01
2112 163.186 4.0492855451e-03 2.5901608527e-03 8.6272991719e-01 8.0942756596e-01
2113 163.264 4.0553899073e-03 2.5887015759e-03 8.6299593653e-01 8.1047502904e-01
2114 163.341 4.0618360438e-03 2.5869190501e-03 8.6321387004e-01 8.1147828112e-01
2115 163.418 4.0674107602e-03 2.5858783354e-03 8.6340082265e-01 8.1239810653e-01
2116 163.496 4.0731503071e-03 2.5847392282e-03 8.6350297542e-01 8.1325925083e-01
2117 163.573 4.0796920202e-03 2.5832780112e-03 8.6363083820e-01 8.1418257335e-01
2118 163.650 4.0861506723e-03 2.5814966229e-03 8.6388121331e-01 8.1524113267e-01
2119 163.728 4.0923423922e-03 2.5800330096e-03 8.6411996132e-01 8.1623720277e-01
2120 163.805 4.0982759004e-03 2.5788919991e-03 8.6429114516e-01 8.1714959378e-01
2121 163.882 4.1047097774e-03 2.5774319828e-03 8.6437766842e-01 8.1802538260e-01
2122 163.960 4.1113641673e-03 2.5756548716e-03 8.6458002395e-01 8.1903268868e-01
2123 164.037 4.1181620642e-03 2.5741309624e-03 8.6483668274e-01 8.2010167837e-01
2124 164.114 4.1241173488e-03 2.5727496863e-03 8.6507752787e-01 8.2109119089e-01
2125 164.192 4.1304150899e-03 2.5720582332e-03 8.6523354248e-01 8.2199676256e-01
2126 164.269 4.1378556934e-03 2.5713283139e-03 8.6533517905e-01 8.2290855762e-01
2127 164.346 4.1446721493e-03 2.5702783873e-03 8.6558045625e-01 8.2399259522e-01
2128 164.424 4.1514595777e-03 2.5689102160e-03 8.6585913315e-01 8.2506057543e-01
2129 164.501 4.1577496562e-03 2.5677463829e-03 8.6608530271e-01 8.2604419291e-01
2130 164.578 4.1650338776e-03 2.5670272645e-03 8.6622676722e-01 8.2694980840e-01
2131 164.656 4.1723252817e-03 2.5659909211e-03 8.6635394748e-01 8.2796330963e-01
2132 164.733 4.1794537112e-03 2.5646390832e-03 8.6664204582e-01 8.2906244942e-01
2133 164.811 4.1860461696e-03 2.5630949966e-03 8.6693906289e-01 8.3012552312e-01
2134 164.888 4.1931848804e-03 2.5623898731e-03 8.6715120671e-01 8.3110395389e-01
2135 164.965 4.2010118517e-03 2.5613702922e-03 8.6729862985e-01 8.3202401693e-01
2136 165.043 4.2081321381e-03 2.5600379552e-03 8.6748279179e-01 8.3313038100e-01
2137 165.120 4.2155710476e-03 2.5583946670e-03 8.6780429020e-01 8.3424769918e-01
2138 165.197 4.2225186125e-03 2.5574690558e-03 8.6808784903e-01 8.3530663712e-01
2139 165.275 4.2302943850e-03 2.5564694328e-03 8.6828664401e-01 8.3628064095e-01
2140 165.352 4.2383170552e-03 2.5551597633e-03 8.6845709369e-01 8.3726325143e-01
2141 165.429 4.2456974982e-03 2.5539640090e-03 8.6869040860e-01 8.3841005610e-01
2142 165.507 4.2530221747e-03 2.5530282167e-03 8.6903542617e-01 8.3954519612e-01
2143 165.584 4.2610113888e-03 2.5517946864e-03 8.6930623842e-01 8.4060080745e-01
2144 165.661 4.2690718165e-03 2.5515150397e-03 8.6949926741e-01 8.4157118292e-01
2145 165.739 4.2769714751e-03 2.5509225629e-03 8.6968982671e-01 8.4266701530e-01
2146 165.816 4.2846411166e-03 2.5500187693e-03 8.6999806128e-01 8.4382641592e-01
2147 165.893 4.2923641869e-03 2.5488052756e-03 8.7034171004e-01 8.4496524066e-01
2148 165.971 4.3008623936e-03 2.5481133264e-03 8.7060051786e-01 8.4601839282e-01
2149 166.048 4.3092007934e-03 2.5475537461e-03 8.7081861587e-01 8.4699108276e-01
2150 166.125 4.3169995065e-03 2.5466852807e-03 8.7100836991e-01 8.4820474924e-01
2151 166.203 4.3249383886e-03 2.5455095135e-03 8.7140145801e-01 8.4937814431e-01
2152 166.280 4.3336838314e-03 2.5444467875e-03 8.7173379645e-01 8.5051575922e-01
2153 166.357 4.3421090304e-03 2.5439234898e-03 8.7198137563e-01 8.5156737758e-01
2154 166.435 4.3506982291e-03 2.5430937123e-03 8.7222149105e-01 8.5264361042e-01
2155 166.512 4.3585284093e-03 2.5419590071e-03 8.7247985931e-01 8.5387382894e-01
2156 166.589 4.3671493407e-03 2.5405630718e-03 8.7288664429e-01 8.5506083825e-01
2157 166.667 4.3763497205e-03 2.5400795366e-03 8.7320848941e-01 8.5619823340e-01
2158 166.744 4.3848173278e-03 2.5392918870e-03 8.7347383638e-01 8.5724929586e-01
2159 166.821 4.3935530429e-03 2.5382016463e-03 8.7371499411e-01 8.5845255095e-01
2160 166.899 4.4019076933e-03 2.5372982390e-03 8.7406467319e-01 8.5968411230e-01
2161 166.976 4.4077184408e-03 2.5358987948e-03 8.7431656975e-01 8.6069309326e-01
2162 167.053 4.4138627067e-03 2.5342517013e-03 8.7449315610e-01 8.6164431021e-01
2163 167.131 4.4193327997e-03 2.5334948214e-03 8.7463477832e-01 8.6251761638e-01
2164 167.208 4.4247576689e-03 2.5324559374e-03 8.7474190371e-01 8.6358045929e-01
2165 167.285 4.4308197252e-03 2.5311368999e-03 8.7495744343e-01 8.6462955424e-01
2166 167.363 4.4369219157e-03 2.5295396196e-03 8.7521548324e-01 8.6563613547e-01
2167 167.440 4.4430266136e-03 2.5281998386e-03 8.7539818124e-01 8.6660183986e-01
2168 167.517 4.4487882455e-03 2.5272413508e-03 8.7554033576e-01 8.6748930956e-01
2169 167.595 4.4544369579e-03 2.5260049455e-03 8.7565333651e-01 8.6856758688e-01
2170 167.672 4.4612505231e-03 2.5244924860e-03 8.7586051509e-01 8.6963229715e-01
2171 167.749 4.4676271904e-03 2.5227059008e-03 8.7612507824e-01 8.7064086038e-01
2172 167.827 4.4737092038e-03 2.5216998112e-03 8.7631430988e-01 8.7162165967e-01
2173 167.904 4.4797643585e-03 2.5205480610e-03 8.7646598061e-01 8.7252390362e-01
2174 167.981 4.4864301253e-03 2.5191224175e-03 8.7658530258e-01 8.7362881935e-01
2175 168.059 4.4932435579e-03 2.5174247654e-03 8.7678728577e-01 8.7470980403e-01
2176 168.136 4.4999212420e-03 2.5158720294e-03 8.7705882530e-01 8.7571939708e-01
2177 168.213 4.5059987274e-03 2.5148069272e-03 8.7725504177e-01 8.7671594124e-01
2178 168.291 4.5127705982e-03 2.5134700603e-03 8.7740989476e-01 8.7763360470e-01
2179 168.368 4.5200498142e-03 2.5118632712e-03 8.7753598669e-01 8.7876937456e-01
2180 168.445 4.5268824983e-03 2.5105844659e-03 8.7774655969e-01 8.7986732172e-01
2181 168.523 4.5338479806e-03 2.5093290250e-03 8.7802553855e-01 8.8088575979e-01
2182 168.600 4.5401916562e-03 2.5079578987e-03 8.7822920022e-01 8.8188667142e-01
2183 168.677 4.5478179998e-03 2.5073460924e-03 8.7838884165e-01 8.8282042501e-01
2184 168.755 4.5553768277e-03 2.5064600887e-03 8.7852216222e-01 8.8399733767e-01
2185 168.832 4.5622770411e-03 2.5053015396e-03 8.7873695048e-01 8.8511297238e-01
2186 168.910 4.5694986786e-03 2.5038721630e-03 8.7902384136e-01 8.8614876533e-01
2187 168.987 4.5768800030e-03 2.5028304903e-03 8.7923541846e-01 8.8714730524e-01
2188 169.064 4.5845726769e-03 2.5020414697e-03 8.7940604123e-01 8.8814213820e-01
2189 169.142 4.5924114829e-03 2.5009818526e-03 8.7954706036e-01 8.8932694113e-01
2190 169.219 4.5996173894e-03 2.4996533118e-03 8.7977318040e-01 8.9046103744e-01
2191 169.296 4.6069017208e-03 2.4980941556e-03 8.8006847418e-01 8.9151495232e-01
2192 169.374 4.6153300391e-03 2.4974042013e-03 8.8028845379e-01 8.9251062543e-01
2193 169.451 4.6231291853e-03 2.4964455660e-03 8.8046474246e-01 8.9357020208e-01
2194 169.528 4.6312462234e-03 2.4952198794e-03 8.8061394446e-01 8.9475890418e-01
2195 169.606 4.6387011756e-03 2.4937288327e-03 8.8086138209e-01 8.9591227225e-01
2196 169.683 4.6468861505e-03 2.4925754531e-03 8.8116558842e-01 8.9698511219e-01
2197 169.760 4.6556298743e-03 2.4917199031e-03 8.8139447590e-01 8.9798054270e-01
2198 169.838 4.6636816326e-03 2.4905991357e-03 8.8157943842e-01 8.9910986977e-01
2199 169.915 4.6719134499e-03 2.4892148001e-03 8.8173732717e-01 9.0030001160e-01
2200 169.992 4.6799111424e-03 2.4877577314e-03 8.8200345620e-01 9.0147350954e-01
2201 170.070 4.6887318209e-03 2.4868269581e-03 8.8231710535e-01 9.0256612510e-01
2202 170.147 4.6977324685e-03 2.4858132503e-03 8.8255542650e-01 9.0357801084e-01
2203 170.224 4.7060431892e-03 2.4853094309e-03 8.8275262634e-01 9.0476726988e-01
2204 170.302 4.7144159484e-03 2.4846205811e-03 8.8291972668e-01 9.0596920800e-01
2205 170.379 4.7234978525e-03 2.4836655619e-03 8.8321460268e-01 9.0715655676e-01
2206 170.456 4.7324900901e-03 2.4824459009e-03 8.8353825363e-01 9.0826985633e-01
2207 170.534 4.7417223727e-03 2.4818571601e-03 8.8378656164e-01 9.0930205735e-01
2208 170.611 4.7503022343e-03 2.4812820172e-03 8.8399190521e-01 9.1054962684e-01
2209 170.688 4.7590664763e-03 2.4804423749e-03 8.8416876714e-01 9.1177380560e-01
2210 170.766 4.7689195359e-03 2.4793397153e-03 8.8449633741e-01 9.1296640843e-01
2211 170.843 4.7781117019e-03 2.4782270001e-03 8.8483057643e-01 9.1410135452e-01
2212 170.920 4.7876147034e-03 2.4777678846e-03 8.8508945164e-01 9.1515482429e-01
2213 170.998 4.7964164004e-03 2.4770459084e-03 8.8530934667e-01 9.1647079375e-01
2214 171.075 4.8061725586e-03 2.4760625098e-03 8.8549654976e-01 9.1771825441e-01
2215 171.152 4.8162693618e-03 2.4748191874e-03 8.8585243700e-01 9.1891396253e-01
2216 171.230 4.8256912002e-03 2.4741270502e-03 8.8619788170e-01 9.2007158355e-01
2217 171.307 4.8353919936e-03 2.4735251223e-03 8.8646793548e-01 9.2118296059e-01
2218 171.384 4.8447218384e-03 2.4726633294e-03 8.8670148043e-01 9.2253741708e-01
2219 171.462 4.8552194553e-03 2.4715431267e-03 8.8690668786e-01 9.2380926649e-01
2220 171.539 4.8655180001e-03 2.4704055276e-03 8.8729919350e-01 9.2501188036e-01
2221 171.616 4.8752003464e-03 2.4699261421e-03 8.8765650109e-01 9.2619327761e-01
2222 171.694 4.8851307071e-03 2.4691884047e-03 8.8793838302e-01 9.2737555816e-01
2223 171.771 4.8953691077e-03 2.4681937284e-03 8.8818054559e-01 9.2875597744e-01
2224 171.848 4.9061628123e-03 2.4673787622e-03 8.8843090894e-01 9.3005339235e-01
2225 171.926 4.9166618087e-03 2.4666711454e-03 8.8883382060e-01 9.3126790289e-01
2226 172.003 4.9266365920e-03 2.4657039034e-03 8.8920368382e-01 9.3246844490e-01
2227 172.080 4.9368081187e-03 2.4655702133e-03 8.8949807923e-01 9.3373085608e-01
2228 172.158 4.9479400354e-03 2.4652546938e-03 8.8975952913e-01 9.3513435437e-01
2229 172.235 4.9590629310e-03 2.4646796246e-03 8.9004599167e-01 9.3645858790e-01
2230 172.312 4.9697515669e-03 2.4638462961e-03 8.9046504502e-01 9.3769950169e-01
2231 172.390 4.9800519290e-03 2.4632010936e-03 8.9084819983e-01 9.3890626515e-01
2232 172.467 4.9910473284e-03 2.4630193885e-03 8.9115583657e-01 9.4026256357e-01
2233 172.544 5.0023680013e-03 2.4625795163e-03 8.9143140344e-01 9.4167516226e-01
2234 172.622 5.0101242896e-03 2.4613121627e-03 8.9163705425e-01 9.4282866291e-01
2235 172.699 5.0172500667e-03 2.4598120257e-03 8.9193175555e-01 9.4390740018e-01
2236 172.776 5.0241624412e-03 2.4588414787e-03 8.9220565354e-01 9.4492298370e-01
2237 172.854 5.0323344685e-03 2.4579675955e-03 8.9241293585e-01 9.4611586383e-01
2238 172.931 5.0401547273e-03 2.4568602691e-03 8.9255785280e-01 9.4731714794e-01
2239 173.008 5.0481995481e-03 2.4555210727e-03 8.9273563428e-01 9.4850779227e-01
2240 173.086 5.0555572381e-03 2.4539516165e-03 8.9303238037e-01 9.4962613845e-01
2241 173.163 5.0631475002e-03 2.4531129983e-03 8.9331956545e-01 9.5066942968e-01
2242 173.241 5.0718659681e-03 2.4521666233e-03 8.9355331221e-01 9.5183465329e-01
2243 173.318 5.0800556290e-03 2.4509895226e-03 8.9372056848e-01 9.5307712144e-01
2244 173.395 5.0883485514e-03 2.4495832596e-03 8.9386628789e-01 9.5425369108e-01
2245 173.473 5.0959130530e-03 2.4480578113e-03 8.9416618072e-01 9.5541252423e-01
2246 173.550 5.1045178944e-03 2.4472738203e-03 8.9444854637e-01 9.5649587430e-01
2247 173.627 5.1134681581e-03 2.4462602201e-03 8.9470921335e-01 9.5762772886e-01
2248 173.705 5.1220514526e-03 2.4450185303e-03 8.9490327272e-01 9.5891232534e-01
2249 173.782 5.1294888124e-03 2.4437645060e-03 8.9503806135e-01 9.6012072717e-01
2250 173.859 5.1371923190e-03 2.4428068336e-03 8.9532604128e-01 9.6127456744e-01
2251 173.937 5.1441394411e-03 2.4416177064e-03 8.9561087060e-01 9.6239891239e-01
2252 174.014 5.1509847117e-03 2.4406610448e-03 8.9588799705e-01 9.6350680152e-01
2253 174.091 5.1575764689e-03 2.4401044263e-03 8.9610932652e-01 9.6483451365e-01
2254 174.169 5.1639097703e-03 2.4393160431e-03 8.9626417475e-01 9.6608560551e-01
2255 174.246 5.1717846318e-03 2.4382972676e-03 8.9650768478e-01 9.6726023040e-01
2256 174.323 5.1789449854e-03 2.4370495094e-03 8.9682060359e-01 9.6839216358e-01
2257 174.401 5.1861887096e-03 2.4362566701e-03 8.9709137701e-01 9.6953137263e-01
2258 174.478 5.1929549005e-03 2.4356390637e-03 8.9734045217e-01 9.7085267016e-01
2259 174.555 5.2002866440e-03 2.4347921128e-03 8.9752292499e-01 9.7214748268e-01
2260 174.633 5.2083862687e-03 2.4337171804e-03 8.9772716681e-01 9.7336539158e-01
2261 174.710 5.2157515837e-03 2.4324156656e-03 8.9806866609e-01 9.7450655398e-01
2262 174.787 5.2234084521e-03 2.4317955942e-03 8.9834324984e-01 9.7565820794e-01
2263 174.865 5.2303812829e-03 2.4311220052e-03 8.9861563884e-01 9.7700752714e-01
2264 174.942 5.2387202344e-03 2.4302214194e-03 8.9882622830e-01 9.7831057009e-01
2265 175.019 5.2470048505e-03 2.4290951900e-03 8.9899057882e-01 9.7957283508e-01
2266 175.097 5.2548245310e-03 2.4278127519e-03 8.9936116742e-01 9.8075790549e-01
2267 175.174 5.2626855412e-03 2.4273141389e-03 8.9966471942e-01 9.8190007965e-01
2268 175.251 5.2700363556e-03 2.4265894944e-03 8.9993111525e-01 9.8329562420e-01
2269 175.329 5.2792291529e-03 2.4256401265e-03 9.0017032883e-01 9.8461326556e-01
2270 175.406 5.2877025480e-03 2.4244673785e-03 9.0034293031e-01 9.8595058673e-01
2271 175.483 5.2960067854e-03 2.4230726279e-03 9.0069829305e-01 9.8754788681e-01
2272 175.561 5.3040573043e-03 2.4214572858e-03 9.0103134094e-01 9.8910340249e-01
2273 175.638 5.3124427558e-03 2.4200363133e-03 9.0129797031e-01 9.9058085793e-01
2274 175.715 5.3218209248e-03 2.4196014009e-03 9.0156633820e-01 9.9200101291e-01
2275 175.793 5.3304637237e-03 2.4190772801e-03 9.0176796473e-01 9.9349757354e-01
2276 175.870 5.3392841393e-03 2.4183262286e-03 9.0210123909e-01 9.9511560480e-01
2277 175.947 5.3474899596e-03 2.4173494558e-03 9.0246434169e-01 9.9670987138e-01
2278 176.025 5.3569482510e-03 2.4161482089e-03 9.0276037855e-01 9.9824023829e-01
2279 176.102 5.3664690345e-03 2.4147237713e-03 9.0303063833e-01 9.9969187859e-01
2280 176.179 5.3755533635e-03 2.4134794862e-03 9.0326184667e-01 1.0011971902e+00
2281 176.257 5.3845922552e-03 2.4126890232e-03 9.0356870602e-01 1.0028715277e+00
2282 176.334 5.3928125608e-03 2.4116751171e-03 9.0396244974e-01 1.0044686139e+00
2283 176.411 5.4013052558e-03 2.4104390026e-03 9.0428899598e-01 1.0060533972e+00
2284 176.489 5.4089111588e-03 2.4089819501e-03 9.0455699651e-01 1.0075587769e+00
2285 176.566 5.4165445087e-03 2.4079399199e-03 9.0481837045e-01 1.0090598935e+00
2286 176.643 5.4233222142e-03 2.4071147770e-03 9.0512194589e-01 1.0107919102e+00
2287 176.721 5.4301065229e-03 2.4060683923e-03 9.0553242723e-01 1.0124435031e+00
2288 176.798 5.4357035851e-03 2.4048019879e-03 9.0589010131e-01 1.0140309552e+00
2289 176.875 5.4414545685e-03 2.4033168206e-03 9.0618065602e-01 1.0155916547e+00
2290 176.953 5.4462018043e-03 2.4024882010e-03 9.0645381174e-01 1.0170934312e+00
2291 177.030 5.4497538764e-03 2.4016330553e-03 9.0677849594e-01 1.0188846313e+00
2292 177.107 5.4535831077e-03 2.4005587910e-03 9.0719179178e-01 1.0205947581e+00
2293 177.185 5.4562734911e-03 2.3992666171e-03 9.0758125530e-01 1.0222239138e+00
2294 177.262 5.4578202723e-03 2.3978026395e-03 9.0790345513e-01 1.0238026264e+00
2295 177.340 5.4596410568e-03 2.3971403738e-03 9.0818027286e-01 1.0253396339e+00
2296 177.417 5.4605179642e-03 2.3962598730e-03 9.0851918694e-01 1.0269264780e+00
2297 177.494 5.4708139100e-03 2.3951622985e-03 9.0894027768e-01 1.0287656668e+00
2298 177.572 5.4862620433e-03 2.3939497246e-03 9.0936151057e-01 1.0305234473e+00
2299 177.649 5.5026724799e-03 2.3930453399e-03 9.0971605364e-01 1.0321998559e+00
