r	z	sc	eng	energy_estimate
18.0	1.4	-0.5	2600.0	0.42606490870223473
20.0	1.4	-0.5	2600.0	0.4505508846227485
22.0	1.4	-0.5	2600.0	0.481487084132189
24.0	1.4	-0.5	2600.0	0.5853905540026852
6.0	1.6	-0.5	2600.0	0.9883382349087113
8.0	1.6	-0.5	2600.0	0.9930380803824481
10.0	1.6	-0.5	2600.0	0.957209027756994
12.0	1.6	-0.5	2600.0	0.7818630928538036
14.0	1.6	-0.5	2600.0	0.6090957811004983
16.0	1.6	-0.5	2600.0	0.510557133869687
18.0	1.6	-0.5	2600.0	0.46486025972179
20.0	1.6	-0.5	2600.0	0.48264761093012987
22.0	1.6	-0.5	2600.0	0.53991352246164
24.0	1.6	-0.5	2600.0	0.6623346766644598
6.0	1.8	-0.5	2600.0	0.9885012626033117
8.0	1.8	-0.5	2600.0	0.9937262258596697
10.0	1.8	-0.5	2600.0	0.9804932267561642
12.0	1.8	-0.5	2600.0	0.8562411368720347
14.0	1.8	-0.5	2600.0	0.6946161160895186
16.0	1.8	-0.5	2600.0	0.5722335463971171
18.0	1.8	-0.5	2600.0	0.5328445875981909
20.0	1.8	-0.5	2600.0	0.5524201511549146
22.0	1.8	-0.5	2600.0	0.5945601610237169
24.0	1.8	-0.5	2600.0	0.741748970196067
6.0	2.0	-0.5	2600.0	0.988701086202886
8.0	2.0	-0.5	2600.0	0.9940134462422276
10.0	2.0	-0.5	2600.0	0.9897444159723027
12.0	2.0	-0.5	2600.0	0.9134366912163387
14.0	2.0	-0.5	2600.0	0.7677443291986193
16.0	2.0	-0.5	2600.0	0.6568142704982018
18.0	2.0	-0.5	2600.0	0.6104066195576758
20.0	2.0	-0.5	2600.0	0.630197934232116
22.0	2.0	-0.5	2600.0	0.6634533438160976
24.0	2.0	-0.5	2600.0	0.8141939957841845
6.0	0.0	-0.5	3000.0	0.5897345553694223
8.0	0.0	-0.5	3000.0	0.44504579371223874
10.0	0.0	-0.5	3000.0	0.42093043205164504
12.0	0.0	-0.5	3000.0	0.40814909712975495
14.0	0.0	-0.5	3000.0	0.39974816547590986
16.0	0.0	-0.5	3000.0	0.39344639579461904
18.0	0.0	-0.5	3000.0	0.38945385420775425
20.0	0.0	-0.5	3000.0	0.38455610699396214
22.0	0.0	-0.5	3000.0	0.3803763350631022
24.0	0.0	-0.5	3000.0	0.3756537338127169
6.0	0.2	-0.5	3000.0	0.8833471579480102
8.0	0.2	-0.5	3000.0	0.43488096527396436
10.0	0.2	-0.5	3000.0	0.36171424486804493
12.0	0.2	-0.5	3000.0	0.34080607776049104
14.0	0.2	-0.5	3000.0	0.3340558644687241
16.0	0.2	-0.5	3000.0	0.3331378121388696
18.0	0.2	-0.5	3000.0	0.341441097168404
20.0	0.2	-0.5	3000.0	0.3413502155587647
22.0	0.2	-0.5	3000.0	0.33865576612923287
24.0	0.2	-0.5	3000.0	0.33891084457820797
6.0	0.4	-0.5	3000.0	0.974793851420502
8.0	0.4	-0.5	3000.0	0.6296138367889226
10.0	0.4	-0.5	3000.0	0.3904705123446948
12.0	0.4	-0.5	3000.0	0.3577048881395448
14.0	0.4	-0.5	3000.0	0.3511033570102853
16.0	0.4	-0.5	3000.0	0.3451076217988681
18.0	0.4	-0.5	3000.0	0.3429150459743104
20.0	0.4	-0.5	3000.0	0.3409239592982353
22.0	0.4	-0.5	3000.0	0.34060072792749474
24.0	0.4	-0.5	3000.0	0.3508385971460232
6.0	0.6	-0.5	3000.0	0.9859747093212664
8.0	0.6	-0.5	3000.0	0.8013222492570881
10.0	0.6	-0.5	3000.0	0.4782678169163841
12.0	0.6	-0.5	3000.0	0.37417704227108806
14.0	0.6	-0.5	3000.0	0.35932851645158165
16.0	0.6	-0.5	3000.0	0.3488831001195821
18.0	0.6	-0.5	3000.0	0.3434364387287056
20.0	0.6	-0.5	3000.0	0.34871323848948454
22.0	0.6	-0.5	3000.0	0.3583392435599463
24.0	0.6	-0.5	3000.0	0.39268954510904763
6.0	0.8	-0.5	3000.0	0.9877529807814464
8.0	0.8	-0.5	3000.0	0.9135126853086616
10.0	0.8	-0.5	3000.0	0.6108905869068297
12.0	0.8	-0.5	3000.0	0.4069942157291681
14.0	0.8	-0.5	3000.0	0.3810246881439354
16.0	0.8	-0.5	3000.0	0.3553507069657785
18.0	0.8	-0.5	3000.0	0.35576674405138986
20.0	0.8	-0.5	3000.0	0.36462729562993834
22.0	0.8	-0.5	3000.0	0.380315015311888
24.0	0.8	-0.5	3000.0	0.4144327366969259
6.0	1.0	-0.5	3000.0	0.9881012244253502
8.0	1.0	-0.5	3000.0	0.9672993703420881
10.0	1.0	-0.5	3000.0	0.7328816785732424
12.0	1.0	-0.5	3000.0	0.49523609784045836
14.0	1.0	-0.5	3000.0	0.4052975379722388
16.0	1.0	-0.5	3000.0	0.3788043903552393
18.0	1.0	-0.5	3000.0	0.3780214789786011
20.0	1.0	-0.5	3000.0	0.38516765067552466
22.0	1.0	-0.5	3000.0	0.4088467299731899
24.0	1.0	-0.5	3000.0	0.4672408514988037
6.0	1.2	-0.5	3000.0	0.9882055969687105
8.0	1.2	-0.5	3000.0	0.9859688819569656
10.0	1.2	-0.5	3000.0	0.8319622136484748
12.0	1.2	-0.5	3000.0	0.6009661292443067
14.0	1.2	-0.5	3000.0	0.4489641079510177
16.0	1.2	-0.5	3000.0	0.3990269292975884
18.0	1.2	-0.5	3000.0	0.39618972923403134
20.0	1.2	-0.5	3000.0	0.4129557576012142
22.0	1.2	-0.5	3000.0	0.43836499486339403
24.0	1.2	-0.5	3000.0	0.5333579287630025
6.0	1.4	-0.5	3000.0	0.9883008349039464
8.0	1.4	-0.5	3000.0	0.9912030975103703
10.0	1.4	-0.5	3000.0	0.9061771650426814
12.0	1.4	-0.5	3000.0	0.699102292262254
14.0	1.4	-0.5	3000.0	0.5335746774873951
16.0	1.4	-0.5	3000.0	0.4446882178030691
18.0	1.4	-0.5	3000.0	0.42071185134366024
20.0	1.4	-0.5	3000.0	0.4409544665759825
22.0	1.4	-0.5	3000.0	0.47211591292289373
24.0	1.4	-0.5	3000.0	0.5930192780327519
6.0	1.6	-0.5	3000.0	0.9884259138488651
8.0	1.6	-0.5	3000.0	0.9930055746026135
10.0	1.6	-0.5	3000.0	0.9534033526232655
12.0	1.6	-0.5	3000.0	0.7851539917842392
14.0	1.6	-0.5	3000.0	0.621351647120423
16.0	1.6	-0.5	3000.0	0.5187880281397047
18.0	1.6	-0.5	3000.0	0.4711716054764641
20.0	1.6	-0.5	3000.0	0.48614424224163716
22.0	1.6	-0.5	3000.0	0.5437224493479356
24.0	1.6	-0.5	3000.0	0.6721375941509189
6.0	1.8	-0.5	3000.0	0.9885884100702267
8.0	1.8	-0.5	3000.0	0.993741201960223
10.0	1.8	-0.5	3000.0	0.978258874851731
12.0	1.8	-0.5	3000.0	0.8542414513728308
14.0	1.8	-0.5	3000.0	0.7046244448828273
16.0	1.8	-0.5	3000.0	0.589483894927926
18.0	1.8	-0.5	3000.0	0.541582584288078
20.0	1.8	-0.5	3000.0	0.5552882061502677
22.0	1.8	-0.5	3000.0	0.6077485420787282
24.0	1.8	-0.5	3000.0	0.746345414700571
6.0	2.0	-0.5	3000.0	0.9887864088738609
8.0	2.0	-0.5	3000.0	0.9940508862435593
10.0	2.0	-0.5	3000.0	0.9890391667029603
12.0	2.0	-0.5	3000.0	0.9091997696454104
14.0	2.0	-0.5	3000.0	0.7732022323764859
16.0	2.0	-0.5	3000.0	0.6690914009249013
18.0	2.0	-0.5	3000.0	0.6230213707924928
20.0	2.0	-0.5	3000.0	0.6419917744543464
22.0	2.0	-0.5	3000.0	0.6750148828105462
24.0	2.0	-0.5	3000.0	0.8143948288440973
6.0	0.0	-0.5	3400.0	0.6161021936917399
8.0	0.0	-0.5	3400.0	0.44857851777346414
10.0	0.0	-0.5	3400.0	0.4250451984067452
12.0	0.0	-0.5	3400.0	0.41278261156719437
14.0	0.0	-0.5	3400.0	0.4048688734469232
16.0	0.0	-0.5	3400.0	0.39884016851349946
18.0	0.0	-0.5	3400.0	0.39306669338257844
20.0	0.0	-0.5	3400.0	0.38779223860632633
22.0	0.0	-0.5	3400.0	0.3838032689660434
24.0	0.0	-0.5	3400.0	0.3791105287711365
6.0	0.2	-0.5	3400.0	0.8826890287731002
8.0	0.2	-0.5	3400.0	0.44498270397296974
10.0	0.2	-0.5	3400.0	0.3584971445976085
12.0	0.2	-0.5	3400.0	0.3364092356845277
14.0	0.2	-0.5	3400.0	0.3280995490687209
16.0	0.2	-0.5	3400.0	0.32461805161737384
18.0	0.2	-0.5	3400.0	0.32585855275155284
20.0	0.2	-0.5	3400.0	0.3302804475419174
22.0	0.2	-0.5	3400.0	0.3333105798146955
24.0	0.2	-0.5	3400.0	0.33381569482622325
6.0	0.4	-0.5	3400.0	0.9737400275507486
8.0	0.4	-0.5	3400.0	0.6426435986702961
10.0	0.4	-0.5	3400.0	0.3867742295496076
12.0	0.4	-0.5	3400.0	0.3477410688292855
14.0	0.4	-0.5	3400.0	0.3376846409968163
16.0	0.4	-0.5	3400.0	0.3399155843304459
18.0	0.4	-0.5	3400.0	0.3370147627266277
20.0	0.4	-0.5	3400.0	0.3352719378703982
22.0	0.4	-0.5	3400.0	0.33531752258723274
24.0	0.4	-0.5	3400.0	0.3507126684241482
6.0	0.6	-0.5	3400.0	0.9859543283323109
8.0	0.6	-0.5	3400.0	0.8034256955651381
10.0	0.6	-0.5	3400.0	0.4932387965150968
12.0	0.6	-0.5	3400.0	0.36321140279729436
14.0	0.6	-0.5	3400.0	0.3494166481706544
16.0	0.6	-0.5	3400.0	0.34360229325451336
18.0	0.6	-0.5	3400.0	0.34021754806340904
20.0	0.6	-0.5	3400.0	0.3393744979677771
22.0	0.6	-0.5	3400.0	0.35566089418537483
24.0	0.6	-0.5	3400.0	0.3872601223784024
6.0	0.8	-0.5	3400.0	0.9878065486352713
8.0	0.8	-0.5	3400.0	0.9102152100946349
10.0	0.8	-0.5	3400.0	0.6250093843478776
12.0	0.8	-0.5	3400.0	0.41637852695274064
14.0	0.8	-0.5	3400.0	0.3682147748661579
16.0	0.8	-0.5	3400.0	0.3528433376794851
18.0	0.8	-0.5	3400.0	0.3557964508448106
20.0	0.8	-0.5	3400.0	0.3614920916517838
22.0	0.8	-0.5	3400.0	0.374366404147605
24.0	0.8	-0.5	3400.0	0.4090261494640419
6.0	1.0	-0.5	3400.0	0.9881802330041284
8.0	1.0	-0.5	3400.0	0.9647165704712589
10.0	1.0	-0.5	3400.0	0.7398113441587773
12.0	1.0	-0.5	3400.0	0.514367864742284
14.0	1.0	-0.5	3400.0	0.40312851680065853
16.0	1.0	-0.5	3400.0	0.370452179079407
18.0	1.0	-0.5	3400.0	0.37729277507309417
20.0	1.0	-0.5	3400.0	0.38157571770158477
22.0	1.0	-0.5	3400.0	0.4020821932003149
24.0	1.0	-0.5	3400.0	0.4570086268327986
6.0	1.2	-0.5	3400.0	0.9882917195662265
8.0	1.2	-0.5	3400.0	0.9852307269381196
10.0	1.2	-0.5	3400.0	0.8324112354916289
12.0	1.2	-0.5	3400.0	0.6164667796444008
14.0	1.2	-0.5	3400.0	0.4637589113627525
16.0	1.2	-0.5	3400.0	0.39448730714036556
18.0	1.2	-0.5	3400.0	0.39195116562622256
20.0	1.2	-0.5	3400.0	0.40750996673429674
22.0	1.2	-0.5	3400.0	0.4313349997280577
24.0	1.2	-0.5	3400.0	0.536877593741718
6.0	1.4	-0.5	3400.0	0.988389285996067
8.0	1.4	-0.5	3400.0	0.9910377196251161
10.0	1.4	-0.5	3400.0	0.9027519091506656
12.0	1.4	-0.5	3400.0	0.7099511897605064
14.0	1.4	-0.5	3400.0	0.5521243263116185
16.0	1.4	-0.5	3400.0	0.4563675494141821
18.0	1.4	-0.5	3400.0	0.414651480022051
20.0	1.4	-0.5	3400.0	0.436202996182909
22.0	1.4	-0.5	3400.0	0.4721592122645832
24.0	1.4	-0.5	3400.0	0.6032975782235083
6.0	1.6	-0.5	3400.0	0.9885156827860417
8.0	1.6	-0.5	3400.0	0.9929762575813239
10.0	1.6	-0.5	3400.0	0.9500774393285903
12.0	1.6	-0.5	3400.0	0.7877886659084424
14.0	1.6	-0.5	3400.0	0.6357355921543267
16.0	1.6	-0.5	3400.0	0.5361367674278104
18.0	1.6	-0.5	3400.0	0.4751583429809702
20.0	1.6	-0.5	3400.0	0.4874436123282686
22.0	1.6	-0.5	3400.0	0.554748126541095
24.0	1.6	-0.5	3400.0	0.6804874935226111
6.0	1.8	-0.5	3400.0	0.9886777481776188
8.0	1.8	-0.5	3400.0	0.9937552414731664
10.0	1.8	-0.5	3400.0	0.9760021524469642
12.0	1.8	-0.5	3400.0	0.8529378221020585
14.0	1.8	-0.5	3400.0	0.7135522584611407
16.0	1.8	-0.5	3400.0	0.6053247393572386
18.0	1.8	-0.5	3400.0	0.5559868849521782
20.0	1.8	-0.5	3400.0	0.5673054753643706
22.0	1.8	-0.5	3400.0	0.6216217639085152
24.0	1.8	-0.5	3400.0	0.7518530055920987
6.0	2.0	-0.5	3400.0	0.9888747262691128
8.0	2.0	-0.5	3400.0	0.9940884774064158
10.0	2.0	-0.5	3400.0	0.9881785504687723
12.0	2.0	-0.5	3400.0	0.9057908899760787
14.0	2.0	-0.5	3400.0	0.7777566568857934
16.0	2.0	-0.5	3400.0	0.679947007429888
18.0	2.0	-0.5	3400.0	0.6348682295541188
20.0	2.0	-0.5	3400.0	0.6543820108174767
22.0	2.0	-0.5	3400.0	0.6859165135063447
24.0	2.0	-0.5	3400.0	0.8151428985173115
6.0	0.0	-0.5	3800.0	0.6401920139226994
8.0	0.0	-0.5	3800.0	0.45286899910497425
10.0	0.0	-0.5	3800.0	0.4290173939919095
12.0	0.0	-0.5	3800.0	0.4164871448026228
14.0	0.0	-0.5	3800.0	0.40820327491329017
16.0	0.0	-0.5	3800.0	0.4015936242437402
18.0	0.0	-0.5	3800.0	0.39573733154126967
20.0	0.0	-0.5	3800.0	0.3906072018075872
22.0	0.0	-0.5	3800.0	0.3856343205095895
24.0	0.0	-0.5	3800.0	0.3823186342548781
6.0	0.2	-0.5	3800.0	0.8825299710704987
8.0	0.2	-0.5	3800.0	0.46091774888411696
10.0	0.2	-0.5	3800.0	0.35734368118917953
12.0	0.2	-0.5	3800.0	0.3340469528266436
14.0	0.2	-0.5	3800.0	0.32471797207953107
16.0	0.2	-0.5	3800.0	0.3200167638624101
18.0	0.2	-0.5	3800.0	0.3191379936035867
20.0	0.2	-0.5	3800.0	0.32019365212363565
22.0	0.2	-0.5	3800.0	0.32624958752585764
24.0	0.2	-0.5	3800.0	0.3303084537317667
6.0	0.4	-0.5	3800.0	0.9727226586371115
8.0	0.4	-0.5	3800.0	0.654985748436211
10.0	0.4	-0.5	3800.0	0.39175426171999056
12.0	0.4	-0.5	3800.0	0.3434582196163842
14.0	0.4	-0.5	3800.0	0.32753583315878154
16.0	0.4	-0.5	3800.0	0.33188340147564344
18.0	0.4	-0.5	3800.0	0.33270646933157
20.0	0.4	-0.5	3800.0	0.3318590908630924
22.0	0.4	-0.5	3800.0	0.33265826452844255
24.0	0.4	-0.5	3800.0	0.355338620722406
6.0	0.6	-0.5	3800.0	0.9859088615278663
8.0	0.6	-0.5	3800.0	0.8058208218474548
10.0	0.6	-0.5	3800.0	0.5105726000744677
12.0	0.6	-0.5	3800.0	0.3602436630624668
14.0	0.6	-0.5	3800.0	0.33750044514648836
16.0	0.6	-0.5	3800.0	0.33901874343369204
18.0	0.6	-0.5	3800.0	0.34016978055027397
20.0	0.6	-0.5	3800.0	0.3395664691316353
22.0	0.6	-0.5	3800.0	0.35142240925078977
24.0	0.6	-0.5	3800.0	0.3792510773465567
6.0	0.8	-0.5	3800.0	0.9878594492999423
8.0	0.8	-0.5	3800.0	0.9074193006879905
10.0	0.8	-0.5	3800.0	0.6382271356146605
12.0	0.8	-0.5	3800.0	0.431242876319256
14.0	0.8	-0.5	3800.0	0.3657372231740864
16.0	0.8	-0.5	3800.0	0.3444458254775436
18.0	0.8	-0.5	3800.0	0.35264819449542734
20.0	0.8	-0.5	3800.0	0.3565717218535395
22.0	0.8	-0.5	3800.0	0.3707788628360078
24.0	0.8	-0.5	3800.0	0.4026992067320511
6.0	1.0	-0.5	3800.0	0.9882596827685578
8.0	1.0	-0.5	3800.0	0.9624547364032767
10.0	1.0	-0.5	3800.0	0.7463448282269421
12.0	1.0	-0.5	3800.0	0.5328693648501757
14.0	1.0	-0.5	3800.0	0.40087918105787923
16.0	1.0	-0.5	3800.0	0.36453100845969527
18.0	1.0	-0.5	3800.0	0.37388790003940503
20.0	1.0	-0.5	3800.0	0.3786901921874923
22.0	1.0	-0.5	3800.0	0.3971746674075264
24.0	1.0	-0.5	3800.0	0.44799832830396397
6.0	1.2	-0.5	3800.0	0.9883783685493049
8.0	1.2	-0.5	3800.0	0.9843149549249911
10.0	1.2	-0.5	3800.0	0.8333086099881214
12.0	1.2	-0.5	3800.0	0.6312030622581155
14.0	1.2	-0.5	3800.0	0.48130265604670164
16.0	1.2	-0.5	3800.0	0.40205281954946925
18.0	1.2	-0.5	3800.0	0.37778490329012876
20.0	1.2	-0.5	3800.0	0.403812214351151
22.0	1.2	-0.5	3800.0	0.4256925655390425
24.0	1.2	-0.5	3800.0	0.5407444974243599
6.0	1.4	-0.5	3800.0	0.9884784781863863
8.0	1.4	-0.5	3800.0	0.9908585868845546
10.0	1.4	-0.5	3800.0	0.90024911967272
12.0	1.4	-0.5	3800.0	0.7178712682570773
14.0	1.4	-0.5	3800.0	0.5667373473491932
16.0	1.4	-0.5	3800.0	0.4720923219663608
18.0	1.4	-0.5	3800.0	0.4209267668588221
20.0	1.4	-0.5	3800.0	0.43599150333538705
